Source,Target,Type,Weight
1,2,Undirected,3189337.612
2,8,Undirected,3494709.584
3,2,Undirected,3319137.767
1,8,Undirected,3171873.19
2,2,Undirected,3308778.361
3,1,Undirected,3413382.358
2,7,Undirected,3190259.757
3,8,Undirected,3401641.725
4,4,Undirected,4114516.163
5,4,Undirected,3516184.269
1,1,Undirected,3424575.56
1,7,Undirected,3450606.475
6,2,Undirected,3135378.703
7,8,Undirected,2846193.188
4,1,Undirected,2758758.59
4,16,Undirected,4049707.814
8,8,Undirected,2945624.273
4,2,Undirected,2323301.076
9,2,Undirected,3438541.141
6,8,Undirected,3741904.943
2,17,Undirected,1508967.227
6,1,Undirected,2687242.988
3,7,Undirected,3781421.06
9,1,Undirected,3219393.766
4,8,Undirected,2012228.222
3,3,Undirected,2964504.4
9,8,Undirected,3026792.2
3,17,Undirected,1046573.267
4,36,Undirected,3298593.736
3,4,Undirected,1923922.941
10,4,Undirected,4217327.422
5,1,Undirected,3018075.481
5,2,Undirected,2189014.717
5,16,Undirected,3861206.265
9,3,Undirected,2792346.545
3,6,Undirected,3245036.898
11,4,Undirected,2834130.462
9,7,Undirected,3132705.703
12,2,Undirected,3662130.55
6,7,Undirected,2851821.512
2,60,Undirected,1314212
5,8,Undirected,1815960.026
13,2,Undirected,2875170.29
14,2,Undirected,3140719.846
5,36,Undirected,2579259.649
1,16,Undirected,3639813.297
15,2,Undirected,2643341.333
4,7,Undirected,1827539.452
9,6,Undirected,4072209.6
16,36,Undirected,2774405.053
17,17,Undirected,1074325.833
18,2,Undirected,4514715.421
12,8,Undirected,4014362.278
19,2,Undirected,2618009.909
6,4,Undirected,2491976.027
12,1,Undirected,3840945.737
2,22,Undirected,4732737.314
20,2,Undirected,2282210.889
18,1,Undirected,4802498.941
5,11,Undirected,2651508.867
16,2,Undirected,2682564.852
5,5,Undirected,2616805.943
7,7,Undirected,3533792.952
14,1,Undirected,3053056.44
12,3,Undirected,3492926.647
1,17,Undirected,1646307.706
6,6,Undirected,2268098.588
18,8,Undirected,4727466.968
21,2,Undirected,2368386.13
1,23,Undirected,1807167.462
5,3,Undirected,1610623.364
2,28,Undirected,2748847.25
8,17,Undirected,2167877.636
3,60,Undirected,1852068
1,22,Undirected,4826979.571
22,8,Undirected,4895640.552
23,2,Undirected,2075290.577
10,16,Undirected,4667552.379
14,8,Undirected,1573403.35
4,23,Undirected,2911399.333
17,60,Undirected,1443856.75
9,4,Undirected,1839095.8
24,37,Undirected,2762505.778
16,16,Undirected,5034385.161
5,10,Undirected,3682350.862
25,4,Undirected,4936552.714
2,125,Undirected,968251
20,3,Undirected,1259181.957
24,4,Undirected,3031624.667
25,2,Undirected,5343953.48
4,213,Undirected,5443844.259
13,3,Undirected,2740604.889
13,1,Undirected,2449182.667
11,16,Undirected,2602316.654
19,8,Undirected,2638842.053
21,1,Undirected,2641578.15
1,125,Undirected,1256656.5
13,8,Undirected,1446307.368
3,15,Undirected,1697236.143
10,36,Undirected,2937779.5
4,37,Undirected,3281501.625
26,4,Undirected,5661741.429
25,1,Undirected,5058811.783
23,8,Undirected,982211.95
16,8,Undirected,2874793.091
27,8,Undirected,2232834.273
19,1,Undirected,2265805.95
27,1,Undirected,1751848.65
28,17,Undirected,1384750.667
29,4,Undirected,2496529.409
27,2,Undirected,1703179.238
21,8,Undirected,1160044.313
11,36,Undirected,2875392.154
30,2,Undirected,1717795.111
18,3,Undirected,4871056.609
3,22,Undirected,4957688.391
8,125,Undirected,1132560.267
3,16,Undirected,1906035.813
15,8,Undirected,2455813.737
20,1,Undirected,2284372.524
14,3,Undirected,3637746.706
12,7,Undirected,3351960.769
