,song_popularity,explicit,track_number,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,artist_1,artist_2,followers_artist1,popularity_artist1,genres_artist1,followers_artist2,popularity_artist2,genres_artist2,artist1_num_available_markets,artist2_num_available_markets,release_date_year,modularity_class_artist1,modularity_class_artist2,clustering_genre_artist1,clustering_genre_artist2
742,average,False,1,165133,8,1,4,0.0589,0.689,0.717,0.0,0.115,-6.21,0.0615,0.578,95.045,Sido,Monchi,1103684,77,"['german hip hop', 'german pop']",255,52,[],79.0,79.0,2019,3,0,0.350427,0.0
743,high,False,5,165134,8,1,4,0.0555,0.683,0.738,0.0,0.101,-6.235,0.0925,0.529,95.002,Sido,Monchi,1103684,77,"['german hip hop', 'german pop']",255,52,[],79.0,79.0,2019,3,0,0.350427,0.0
744,average,True,7,227936,8,1,4,0.00372,0.602,0.785,2.38e-05,0.22,-5.012,0.256,0.376,86.869,Sido,Samra,1103684,77,"['german hip hop', 'german pop']",684242,83,['german hip hop'],79.0,68.0,2019,3,3,0.350427,0.350427
745,average,True,1,227936,8,1,4,0.00372,0.602,0.785,2.38e-05,0.22,-5.012,0.256,0.376,86.869,Sido,Samra,1103684,77,"['german hip hop', 'german pop']",684242,83,['german hip hop'],79.0,68.0,2019,3,3,0.350427,0.350427
746,average,True,4,178533,7,0,4,0.118,0.63,0.592,0.0,0.138,-7.325,0.346,0.486,147.817,Manuellsen,Samra,135892,62,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop'],53.0,68.0,2019,3,3,0.785714,0.350427
747,low,False,13,210400,5,0,4,0.167,0.686,0.686,0.0,0.0982,-6.655,0.212,0.538,80.022,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2018,3,3,0.350427,0.350427
748,average,False,7,162884,5,0,4,0.373,0.551,0.746,0.0,0.206,-4.371,0.318,0.58,82.557,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
749,average,False,15,154482,6,0,4,0.611,0.744,0.708,0.0,0.195,-4.785,0.335,0.678,86.907,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
750,low,False,5,237333,9,1,4,0.0333,0.75,0.629,0.0,0.158,-3.303,0.44,0.209,180.094,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2018,3,3,0.350427,0.350427
751,average,False,12,169230,8,1,4,0.182,0.862,0.682,0.0,0.117,-4.458,0.281,0.259,74.999,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
752,average,False,13,182534,4,0,4,0.153,0.634,0.816,0.0,0.109,-4.337,0.728,0.388,78.546,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
753,high,True,1,172035,6,0,4,0.407,0.631,0.673,0.0,0.154,-4.892,0.384,0.721,83.504,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
754,average,True,9,149436,1,1,4,0.431,0.585,0.708,0.0,0.1,-3.704,0.241,0.504,83.054,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
755,average,False,3,165991,7,0,4,0.482,0.77,0.715,0.0,0.104,-5.077,0.253,0.407,93.067,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
756,average,True,1,203066,7,0,4,0.275,0.63,0.692,0.0,0.167,-4.951,0.427,0.82,179.877,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
757,low,False,12,153820,7,1,4,0.0711,0.8,0.882,0.000129,0.099,-4.201,0.108,0.868,77.012,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2018,3,3,0.350427,0.350427
758,average,False,6,200278,1,0,4,0.57,0.706,0.681,0.0,0.0911,-4.779,0.281,0.574,145.711,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
759,high,True,10,203066,7,0,4,0.275,0.633,0.691,0.0,0.17,-4.952,0.419,0.823,180.051,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
760,high,True,1,155000,6,0,4,0.542,0.833,0.585,7.01e-06,0.0632,-6.252,0.223,0.663,96.016,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
761,average,False,17,168304,8,0,4,0.514,0.508,0.753,0.0,0.184,-4.171,0.376,0.719,174.352,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
762,average,False,5,164979,6,0,4,0.219,0.464,0.868,0.0,0.0722,-3.293,0.386,0.428,181.305,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
763,high,True,10,194534,1,0,4,0.533,0.48,0.749,0.0,0.0997,-5.057,0.432,0.419,179.056,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
764,high,True,14,207750,10,0,4,0.293,0.652,0.754,0.0,0.15,-5.086,0.264,0.483,160.005,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
765,low,False,1,237333,2,1,4,0.0325,0.749,0.596,0.0,0.155,-4.374,0.447,0.205,179.989,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2018,3,3,0.350427,0.350427
766,high,False,18,156656,5,1,4,0.733,0.669,0.676,9.37e-06,0.177,-4.223,0.105,0.553,82.015,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
767,high,True,2,172035,6,0,4,0.407,0.631,0.673,0.0,0.154,-4.892,0.384,0.721,83.504,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
768,high,True,1,194534,1,0,4,0.533,0.48,0.749,0.0,0.0997,-5.057,0.432,0.419,179.056,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
769,high,False,1,151294,1,1,4,0.198,0.654,0.782,0.0,0.347,-2.88,0.244,0.635,179.701,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
770,average,True,4,155000,6,0,4,0.542,0.833,0.585,7.01e-06,0.0632,-6.252,0.223,0.663,96.016,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
771,average,False,5,179073,11,0,4,0.115,0.813,0.859,0.0,0.0708,-3.329,0.264,0.892,149.872,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
772,average,True,8,152862,5,1,4,0.497,0.803,0.776,0.000153,0.269,-3.421,0.179,0.536,95.972,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop'],47.0,68.0,2019,3,3,0.350427,0.350427
773,average,True,14,169320,1,0,4,0.289,0.707,0.799,0.0,0.165,-5.018,0.438,0.408,174.167,Luciano,Samra,319,13,[],684242,83,['german hip hop'],74.0,68.0,2019,0,3,0.0,0.350427
774,average,True,14,169320,1,0,4,0.289,0.707,0.799,0.0,0.165,-5.018,0.438,0.408,174.167,Luciano,Samra,624777,77,['german hip hop'],684242,83,['german hip hop'],74.0,68.0,2019,3,3,0.350427,0.350427
775,average,True,1,170200,1,0,4,0.275,0.714,0.817,0.0,0.14,-3.987,0.435,0.408,174.1,Luciano,Samra,319,13,[],684242,83,['german hip hop'],74.0,68.0,2019,0,3,0.0,0.350427
776,average,True,1,170200,1,0,4,0.275,0.714,0.817,0.0,0.14,-3.987,0.435,0.408,174.1,Luciano,Samra,624777,77,['german hip hop'],684242,83,['german hip hop'],74.0,68.0,2019,3,3,0.350427,0.350427
777,low,True,1,182398,1,1,4,0.0187,0.763,0.779,0.0,0.148,-3.496,0.154,0.66,94.002,Bushido,Samra,1002581,69,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop'],46.0,68.0,2018,3,3,0.785714,0.350427
778,average,True,1,258399,11,0,4,0.062,0.735,0.586,2.39e-06,0.0873,-6.455,0.499,0.359,159.908,Bushido,Samra,1002581,69,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop'],46.0,68.0,2018,3,3,0.785714,0.350427
779,average,True,4,258399,11,0,4,0.0627,0.716,0.588,2.59e-06,0.0874,-6.457,0.509,0.368,159.975,Bushido,Samra,1002581,69,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop'],46.0,68.0,2018,3,3,0.785714,0.350427
780,average,True,7,182398,1,1,4,0.0174,0.761,0.803,0.0,0.146,-3.048,0.142,0.679,93.951,Bushido,Samra,1002581,69,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop'],46.0,68.0,2018,3,3,0.785714,0.350427
781,average,True,1,166093,7,1,5,0.395,0.511,0.872,0.0,0.407,-3.745,0.367,0.61,119.229,Azad,Samra,223286,57,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop'],59.0,68.0,2019,3,3,0.785714,0.350427
782,average,False,1,215871,1,1,4,0.382,0.673,0.646,0.0,0.157,-9.74,0.0844,0.509,139.948,Sido,Johannes Oerding,1103684,77,"['german hip hop', 'german pop']",290100,64,"['german pop', 'german pop rock']",79.0,79.0,2019,3,3,0.350427,0.5
783,high,False,14,215871,1,1,4,0.382,0.673,0.646,0.0,0.157,-9.74,0.0844,0.509,139.948,Sido,Johannes Oerding,1103684,77,"['german hip hop', 'german pop']",290100,64,"['german pop', 'german pop rock']",79.0,79.0,2019,3,3,0.350427,0.5
784,average,False,1,184946,10,0,4,0.0467,0.685,0.829,0.00261,0.147,-7.053,0.0752,0.358,95.031,Sido,YONII,1103684,77,"['german hip hop', 'german pop']",125565,55,['german hip hop'],79.0,79.0,2019,3,3,0.350427,0.350427
785,high,False,3,184946,10,0,4,0.0467,0.685,0.829,0.00261,0.147,-7.053,0.0752,0.358,95.031,Sido,YONII,1103684,77,"['german hip hop', 'german pop']",125565,55,['german hip hop'],79.0,79.0,2019,3,3,0.350427,0.350427
786,average,False,13,181795,2,1,4,0.251,0.787,0.765,0.0,0.279,-6.452,0.208,0.892,80.025,Sido,Casper,1103684,77,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2019,3,0,0.350427,0.0
787,average,False,6,173371,7,1,4,0.114,0.72,0.96,0.0,0.294,-6.464,0.11,0.484,136.008,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
788,average,False,2,235975,7,1,4,0.00382,0.413,0.89,0.0,0.113,-4.885,0.145,0.363,92.813,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
789,average,False,4,195188,8,1,4,0.0685,0.69,0.615,0.0,0.144,-7.206,0.0494,0.212,127.929,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
790,low,False,1,235746,6,0,4,0.00573,0.482,0.905,0.0,0.329,-4.732,0.19,0.344,94.189,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
791,average,False,1,195188,8,1,4,0.0685,0.69,0.615,0.0,0.144,-7.206,0.0494,0.212,127.929,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
792,low,False,1,237683,0,0,4,0.393,0.882,0.56,0.00124,0.172,-6.162,0.0622,0.516,140.005,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
793,average,False,8,192118,5,0,4,0.245,0.749,0.687,0.0217,0.114,-4.934,0.125,0.275,143.987,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
794,low,False,10,212280,8,0,4,0.0453,0.705,0.773,2.57e-06,0.183,-6.953,0.145,0.346,104.886,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
795,average,False,7,237683,0,0,4,0.393,0.882,0.56,0.00124,0.172,-6.162,0.0622,0.516,140.005,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
796,average,False,5,207372,4,1,4,0.00801,0.627,0.725,0.00143,0.119,-9.0,0.0589,0.409,161.015,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
797,average,False,1,227918,6,0,4,0.0744,0.545,0.827,0.0,0.24,-4.742,0.343,0.588,79.47,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
798,low,False,9,252002,4,0,4,0.311,0.653,0.584,0.000324,0.242,-8.948,0.144,0.235,138.069,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
799,low,False,3,216810,5,1,4,0.259,0.673,0.759,0.0,0.406,-6.394,0.272,0.333,134.963,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",79.0,79.0,2018,3,0,0.350427,0.0
800,average,False,2,205173,5,0,4,0.0351,0.627,0.923,0.0,0.189,-3.363,0.223,0.833,167.83,Dendemann,Casper,123230,48,"['german alternative rap', 'german hip hop', 'german indie', 'german pop', 'german reggae', 'hamburg hip hop', 'indie deutschrap']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']",40.0,79.0,2019,0,0,0.0,0.0
801,high,False,4,237157,8,0,4,0.213,0.657,0.691,0.0,0.099,-7.907,0.236,0.493,160.106,Sido,Apache 207,1103684,77,"['german hip hop', 'german pop']",744879,79,['german hip hop'],79.0,79.0,2019,3,3,0.350427,0.350427
802,high,False,7,213427,11,0,4,0.00312,0.583,0.732,9.86e-06,0.269,-5.728,0.0457,0.276,145.992,Zara Larsson,MNEK,7051441,83,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",207417,69,"['tropical house', 'uk contemporary r&b']",67.0,73.0,2017,1,1,0.153198,0.183377
803,high,False,10,230654,2,1,4,0.0743,0.35,0.613,0.0,0.069,-5.453,0.0592,0.224,120.038,Stormzy,MNEK,1600063,80,"['grime', 'uk hip hop']",207417,69,"['tropical house', 'uk contemporary r&b']",72.0,73.0,2017,1,1,0.611742,0.183377
804,average,False,4,166706,0,1,4,0.085,0.726,0.576,0.0,0.0458,-7.341,0.146,0.783,82.055,Zara Larsson,Ty Dolla $ign,7051441,83,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",67.0,59.0,2017,1,1,0.153198,0.18692
805,low,True,1,220880,8,1,4,0.566,0.74,0.558,0.0,0.112,-8.115,0.102,0.421,140.057,Post Malone,Ty Dolla $ign,24460203,95,"['dfw rap', 'melodic rap', 'rap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",43.0,59.0,2018,1,1,0.537374,0.18692
806,low,True,1,220880,8,1,4,0.59,0.748,0.546,0.0,0.112,-8.134,0.106,0.413,140.005,Post Malone,Ty Dolla $ign,24460203,95,"['dfw rap', 'melodic rap', 'rap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",43.0,59.0,2018,1,1,0.537374,0.18692
807,high,True,8,221440,8,1,4,0.546,0.75,0.56,0.0,0.111,-8.094,0.105,0.459,140.06,Post Malone,Ty Dolla $ign,24460203,95,"['dfw rap', 'melodic rap', 'rap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",43.0,59.0,2018,1,1,0.537374,0.18692
808,low,False,1,193175,11,1,4,0.102,0.6,0.666,0.0,0.118,-9.827,0.0394,0.566,99.989,The Chainsmokers,Ty Dolla $ign,15949888,88,"['electropop', 'pop', 'tropical house']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",32.0,59.0,2019,1,1,0.26567,0.18692
809,high,False,11,233000,0,0,4,0.0468,0.443,0.623,0.0,0.247,-6.717,0.0718,0.156,79.365,Lil Wayne,Ty Dolla $ign,9014297,89,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",78.0,59.0,2018,1,1,0.18692,0.18692
810,average,True,6,244453,3,0,4,0.234,0.844,0.486,0.0,0.0976,-6.915,0.368,0.493,142.606,Gucci Mane,Ty Dolla $ign,3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",62.0,59.0,2017,1,1,0.373684,0.18692
811,average,True,6,171000,8,1,4,0.0844,0.781,0.501,0.0,0.0891,-5.854,0.3,0.22,93.987,ScHoolboy Q,Ty Dolla $ign,3064555,78,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",70.0,59.0,2019,1,1,0.414501,0.18692
812,average,True,4,205373,1,1,4,0.0254,0.519,0.57,0.0,0.0821,-7.366,0.202,0.317,164.155,Meek Mill,Ty Dolla $ign,4108074,83,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",73.0,59.0,2017,1,1,0.18692,0.18692
813,high,False,1,234434,8,1,4,0.0845,0.511,0.795,0.0,0.102,-3.714,0.146,0.432,175.987,Little Mix,Ty Dolla $ign,7320727,83,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",55.0,59.0,2019,1,1,0.153198,0.18692
814,average,True,8,172893,1,1,4,0.0113,0.932,0.486,0.0,0.101,-7.965,0.0671,0.413,100.014,YG,Ty Dolla $ign,2167964,82,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",61.0,59.0,2018,1,1,0.598862,0.18692
815,high,True,6,197253,5,1,4,0.0283,0.656,0.615,0.0,0.234,-6.252,0.0539,0.366,139.91,Bebe Rexha,Ty Dolla $ign,5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",57.0,59.0,2017,1,1,0.153198,0.18692
816,high,False,2,214480,8,1,4,0.103,0.803,0.585,3.94e-06,0.0644,-5.861,0.0432,0.593,105.017,Fifth Harmony,Ty Dolla $ign,10556584,75,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'viral pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",34.0,59.0,2016,1,1,0.153198,0.18692
817,high,False,6,116559,9,0,4,0.312,0.894,0.416,0.0,0.146,-6.823,0.0538,0.463,116.96,Kanye West,Ty Dolla $ign,11565597,90,"['chicago rap', 'rap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",46.0,59.0,2019,1,1,0.47613,0.18692
818,average,True,11,181120,9,1,4,0.215,0.731,0.659,0.0,0.0624,-4.712,0.125,0.539,98.004,WizKid,Ty Dolla $ign,381316,77,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",72.0,59.0,2017,1,1,0.830049,0.18692
819,average,False,1,210160,2,1,4,0.0203,0.687,0.792,0.0,0.0717,-5.622,0.228,0.774,154.083,MAX,Ty Dolla $ign,417781,75,"['dance pop', 'indie poptimism', 'pop', 'pop rap', 'post-teen pop', 'viral pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",79.0,59.0,2018,1,1,0.153198,0.18692
820,low,True,9,210200,11,0,4,0.0289,0.816,0.508,0.000516,0.112,-7.471,0.143,0.507,72.99,2 Chainz,Ty Dolla $ign,5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",59.0,59.0,2017,1,1,0.373684,0.18692
821,low,True,1,210400,7,1,4,0.0313,0.803,0.488,0.000285,0.112,-7.564,0.18,0.553,72.913,2 Chainz,Ty Dolla $ign,5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",59.0,59.0,2017,1,1,0.373684,0.18692
822,high,True,9,210200,7,1,4,0.0312,0.822,0.502,0.000887,0.114,-7.38,0.148,0.525,73.003,2 Chainz,Ty Dolla $ign,5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",59.0,59.0,2017,1,1,0.373684,0.18692
823,high,True,4,206605,9,0,4,0.00457,0.334,0.81,0.0,0.158,-4.855,0.0632,0.306,151.643,KIDS SEE GHOSTS,Ty Dolla $ign,488830,67,"['hip hop', 'rap', 'underground hip hop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",79.0,59.0,2018,1,1,0.18692,0.18692
824,high,True,1,200773,7,0,4,0.0935,0.814,0.635,0.0,0.0892,-6.609,0.0809,0.784,87.581,Wiz Khalifa,Ty Dolla $ign,8992539,87,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",61.0,59.0,2017,1,1,0.18692,0.18692
825,low,True,1,201787,8,1,4,0.367,0.61,0.725,0.0,0.154,-5.131,0.15,0.291,146.163,Kehlani,Ty Dolla $ign,3391255,83,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",40.0,59.0,2019,1,1,0.122279,0.18692
826,high,True,6,201787,8,1,4,0.367,0.61,0.725,0.0,0.154,-5.131,0.15,0.291,146.163,Kehlani,Ty Dolla $ign,3391255,83,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",40.0,59.0,2019,1,1,0.122279,0.18692
827,low,True,1,191767,10,0,4,0.311,0.74,0.672,0.0,0.0861,-4.572,0.231,0.691,99.99,Tinashe,Ty Dolla $ign,1645506,73,"['alternative r&b', 'dance pop', 'deep pop r&b', 'electropop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",78.0,59.0,2018,1,1,0.465047,0.18692
