Source,Target,Count,Year
Lil Yachty,PnB Rock,1,2017
Lil Yachty,Wiz Khalifa,1,2017
Lil Yachty,YFN Lucci,1,2017
Wiz Khalifa,YFN Lucci,1,2017
Lil Uzi Vert,Pharrell Williams,1,2017
Beyoncé,J Balvin,1,2017
Beyoncé,Willy William,1,2017
Marshmello,Migos,1,2017
Cole Swindell,Dierks Bentley,1,2017
Justin Jesso,Kygo,1,2017
Alok,Bruno Martini,1,2017
Alok,Zeeba,1,2017
Bruno Martini,Zeeba,1,2017
2 Chainz,Young Dolph,1,2017
Drake,Quavo,1,2017
Drake,Travis Scott,1,2017
Calvin Harris,DRAM,1,2017
Calvin Harris,PARTYNEXTDOOR,1,2017
Calvin Harris,ScHoolboy Q,1,2017
DRAM,PARTYNEXTDOOR,1,2017
DRAM,ScHoolboy Q,1,2017
PARTYNEXTDOOR,ScHoolboy Q,1,2017
Marshmello,Selena Gomez,1,2017
CNCO,Little Mix,1,2017
Descemer Bueno,Enrique Iglesias,1,2017
Descemer Bueno,Zion & Lennox,1,2017
Enrique Iglesias,Zion & Lennox,1,2017
Ariana Grande,Future,1,2017
Gorillaz,Peven Everett,1,2017
DJ ESCO,Future,1,2017
DJ ESCO,Lil Uzi Vert,1,2017
French Montana,Pharrell Williams,1,2017
Damian Lemar Hudson,Logic,1,2017
Daniel Caesar,Kali Uchis,1,2017
Gucci Mane,Kendrick Lamar,1,2017
Gucci Mane,Mike WiLL Made-It,1,2017
Kendrick Lamar,Mike WiLL Made-It,1,2017
Kendrick Lamar,Rae Sremmurd,1,2017
Mike WiLL Made-It,Rae Sremmurd,1,2017
CADE,Cheat Codes,1,2017
CADE,Maggie Lindemann,1,2017
Cheat Codes,Maggie Lindemann,1,2017
Justin Bieber,Major Lazer,1,2017
Justin Bieber,MØ,1,2017
Major Lazer,MØ,1,2017
Khalid,Marshmello,1,2017
Big Sean,Young Thug,1,2017
Metro Boomin,Young Thug,1,2017
Chance the Rapper,Chicago Children's Choir,1,2017
Chance the Rapper,Kanye West,1,2017
Chicago Children's Choir,Kanye West,1,2017
Flume,Kai,1,2017
Daya,Gryffin,1,2017
Daya,ILLENIUM,1,2017
Gryffin,ILLENIUM,1,2017
DRAM,Lil Yachty,1,2017
Kendrick Lamar,U2,1,2017
Bebe Rexha,Lil Wayne,1,2017
Cash Cash,Conor Maynard,1,2017
A$AP ANT,A$AP Ferg,1,2017
A$AP ANT,A$AP Mob,1,2017
A$AP ANT,A$AP NAST,1,2017
A$AP ANT,A$AP Twelvyy,1,2017
A$AP ANT,Playboi Carti,1,2017
A$AP Ferg,A$AP Mob,1,2017
A$AP Ferg,A$AP NAST,1,2017
A$AP Ferg,A$AP Twelvyy,1,2017
A$AP Ferg,Playboi Carti,1,2017
A$AP Mob,A$AP NAST,1,2017
A$AP NAST,A$AP Twelvyy,1,2017
A$AP NAST,Playboi Carti,1,2017
A$AP Twelvyy,Playboi Carti,1,2017
Bad Bunny,DJ Luian,1,2017
Bad Bunny,J Balvin,1,2017
Bad Bunny,Mambo Kingz,1,2017
Bad Bunny,Prince Royce,1,2017
DJ Luian,J Balvin,1,2017
DJ Luian,Mambo Kingz,1,2017
DJ Luian,Prince Royce,1,2017
J Balvin,Mambo Kingz,1,2017
J Balvin,Prince Royce,1,2017
Mambo Kingz,Prince Royce,1,2017
Chance the Rapper,Future,1,2017
Eminem,Kehlani,1,2017
A-Trak,Calvin Harris,1,2017
A-Trak,Travis Scott,1,2017
2 Chainz,Chance the Rapper,1,2017
2 Chainz,Lil Wayne,1,2017
Machine Gun Kelly,Quavo,1,2017
Machine Gun Kelly,Ty Dolla $ign,1,2017
Quavo,Ty Dolla $ign,1,2017
21 Savage,London On Da Track,1,2017
21 Savage,Nicki Minaj,1,2017
London On Da Track,Nicki Minaj,1,2017
London On Da Track,Offset,1,2017
Nicki Minaj,Offset,1,2017
Ed Sheeran,Future,1,2017
Ed Sheeran,Taylor Swift,1,2017
Future,Taylor Swift,1,2017
DJ Snake,Lauv,1,2017
Jhené Aiko,The Chainsmokers,1,2017
BloodPop®,Justin Bieber,1,2017
Ariana Grande,John Legend,1,2017
Afrojack,Charli XCX,1,2017
Afrojack,David Guetta,1,2017
Afrojack,French Montana,1,2017
Charli XCX,David Guetta,1,2017
Charli XCX,French Montana,1,2017
David Guetta,French Montana,1,2017
Felix Snow,Kiiara,1,2017
2 Chainz,Lil Pump,1,2017
Bing Crosby,The Andrews Sisters,1,2017
Coldplay,Seeb,1,2017
Migos,Travis Scott,1,2017
21 Savage,Travis Scott,1,2017
Lil Uzi Vert,Travis Scott,1,2017
Liam Payne,Zedd,1,2017
Future,Jeezy,1,2017
Future,Rick Ross,1,2017
Future,Yo Gotti,1,2017
Jeezy,Rick Ross,1,2017
Jeezy,Yo Gotti,1,2017
Rick Ross,Yo Gotti,1,2017
Gorillaz,Popcaan,1,2017
Jillian Edwards,Thomas Gold,1,2017
Ariana Grande,Calvin Harris,1,2017
Ariana Grande,Pharrell Williams,1,2017
Ariana Grande,Young Thug,1,2017
Calvin Harris,Young Thug,1,2017
Pharrell Williams,Young Thug,1,2017
Labrinth,Noah Cyrus,1,2017
Bebe Rexha,Machine Gun Kelly,1,2017
Bebe Rexha,X Ambassadors,1,2017
Machine Gun Kelly,X Ambassadors,1,2017
Drake,Kanye West,1,2017
J. Cole,Miguel,1,2017
J. Cole,Salaam Remi,1,2017
Miguel,Salaam Remi,1,2017
Big Sean,Kash Doll,1,2017
Kash Doll,Metro Boomin,1,2017
Bing Crosby,John Scott Trotter & His Orchestra,1,2017
Bing Crosby,Ken Darby Singers,1,2017
John Scott Trotter & His Orchestra,Ken Darby Singers,1,2017
Andrelli,Hearts & Colors,1,2017
Alicia Keys,Eminem,1,2017
Coldplay,The Chainsmokers,1,2017
2 Chainz,Nicki Minaj,1,2017
21 Savage,Cardi B,1,2017
Cardi B,Ozuna,1,2017
Lil Wayne,"Tyler, The Creator",1,2017
A$AP Mob,Gucci Mane,1,2017
A$AP Rocky,Gucci Mane,1,2017
Gucci Mane,KEY!,1,2017
Liam Payne,Quavo,1,2017
Future,Metro Boomin,1,2017
Bipolar Sunshine,DJ Snake,1,2017
Gucci Mane,Selena Gomez,1,2017
Eminem,X Ambassadors,1,2017
Gucci Mane,Offset,1,2017
2 Chainz,PnB Rock,1,2017
2 Chainz,Wiz Khalifa,1,2017
PnB Rock,Young Thug,1,2017
Wiz Khalifa,Young Thug,1,2017
ROZES,The Chainsmokers,1,2017
Clara Mae,KREAM,1,2017
Camila Cabello,Major Lazer,1,2017
Camila Cabello,Travis Scott,1,2017
Major Lazer,Quavo,1,2017
Major Lazer,Travis Scott,1,2017
Bebe Rexha,G-Eazy,1,2017
Lil Pump,Smokepurpp,1,2017
Sam Smith,Yebba,1,2017
Lil Uzi Vert,Metro Boomin,1,2017
Avicii,Rita Ora,1,2017
Backstreet Boys,Florida Georgia Line,1,2017
Gorillaz,Vince Staples,1,2017
Kendrick Lamar,Zacari,1,2017
Lil Wayne,Nathaniel Alford,1,2017
Lil Wayne,Twice As Nice,1,2017
Nathaniel Alford,The-Dream,1,2017
Nathaniel Alford,Twice As Nice,1,2017
Nathaniel Alford,Ty Dolla $ign,1,2017
The-Dream,Twice As Nice,1,2017
Twice As Nice,Ty Dolla $ign,1,2017
Jasmine Thompson,Skizzy Mars,1,2017
Jasmine Thompson,Vice,1,2017
Skizzy Mars,Vice,1,2017
Future,Kodak Black,1,2017
Quintino,R3HAB,1,2017
"Bobby ""Boris"" Pickett",The Crypt-Kickers,1,2017
David Guetta,Jamie Scott,1,2017
David Guetta,Martin Garrix,1,2017
David Guetta,Romy Dya,1,2017
Jamie Scott,Martin Garrix,1,2017
Jamie Scott,Romy Dya,1,2017
Martin Garrix,Romy Dya,1,2017
Big Sean,The-Dream,1,2017
Eminem,Pink,1,2017
Metro Boomin,Playboi Carti,1,2017
NAV,Offset,1,2017
NAV,Playboi Carti,1,2017
Offset,Playboi Carti,1,2017
A Boogie Wit da Hoodie,DJ SpinKing,1,2017
Ansel Elgort,Logic,1,2017
Jax Jones,RAYE,1,2017
Zay Hilfigerrr,Zayion McCall,1,2017
Anitta,J Balvin,1,2017
Jonas Blue,RAYE,1,2017
J. Davi$,Rob $tone,1,2017
J. Davi$,Spooks,1,2017
Rob $tone,Spooks,1,2017
A$AP Rocky,Jaden,1,2017
Fifth Harmony,Ty Dolla $ign,1,2017
Kendrick Lamar,Rich The Kid,1,2017
DRAM,Trippie Redd,1,2017
JAY-Z,Linkin Park,1,2017
Camila Cabello,Young Thug,1,2017
Beyoncé,Ed Sheeran,1,2017
Logic,Lucy Rose,1,2017
Big Sean,Starrah,1,2017
Big Sean,The Flint Chozen Choir,1,2017
Starrah,The Flint Chozen Choir,1,2017
Kendrick Lamar,The Weeknd,1,2017
J. Cole,Jeezy,1,2017
J. Cole,Kendrick Lamar,1,2017
Jeezy,Kendrick Lamar,1,2017
Arcangel,Chucho Flash,1,2017
Julia Michaels,Maroon 5,1,2017
Katy Perry,Migos,1,2017
Kesha,Macklemore,1,2017
Kendrick Lamar,SZA,1,2017
Louane,The Chainsmokers,1,2017
Cardi B,Migos,1,2017
Cardi B,Nicki Minaj,1,2017
Migos,Nicki Minaj,1,2017
Eagles Of Death Metal,Kesha,1,2017
Bryson Tiller,Young Thug,1,2017
Frank Ocean,JAY-Z,1,2017
JAY-Z,"Tyler, The Creator",1,2017
MØ,Snakehips,1,2017
B. Swanson Quartet,Frank Sinatra,1,2017
Lil Yachty,Migos,1,2017
Lil Uzi Vert,Meek Mill,1,2017
Mike WiLL Made-It,Yo Gotti,1,2017
Taylor Swift,ZAYN,1,2017
Olivia O'Brien,gnash,1,2017
Major Lazer,Nicki Minaj,1,2017
Major Lazer,PARTYNEXTDOOR,1,2017
Nicki Minaj,PARTYNEXTDOOR,1,2017
Fetty Wap,Mark Morrison,1,2017
Fetty Wap,Nevada,1,2017
Mark Morrison,Nevada,1,2017
Camila Cabello,Machine Gun Kelly,1,2017
Nick Jonas,Nicki Minaj,1,2017
Bryson Tiller,DJ Khaled,1,2017
Bryson Tiller,Rihanna,1,2017
DJ Khaled,Rihanna,1,2017
Kodak Black,Lil Wayne,1,2017
CMC$,DVBBS,1,2017
CMC$,Gia Koka,1,2017
DVBBS,Gia Koka,1,2017
Dua Lipa,Martin Garrix,1,2017
Huncho Jack,Takeoff,1,2017
Quavo,Takeoff,1,2017
Takeoff,Travis Scott,1,2017
Mitchell Ayres & His Orchestra,Perry Como,1,2017
Mitchell Ayres & His Orchestra,The Fontane Sisters,1,2017
Perry Como,The Fontane Sisters,1,2017
Daya,The Chainsmokers,1,2017
PARTYNEXTDOOR,ZAYN,1,2017
Ryan Riback,Starley,1,2017
Eminem,Nate Dogg,1,2017
Flume,Tove Lo,1,2017
Kodak Black,Lil Baby,1,2017
Kodak Black,Moneybagg Yo,1,2017
Kodak Black,Quality Control,1,2017
Kodak Black,Quavo,1,2017
Lil Baby,Moneybagg Yo,1,2017
Lil Baby,Quality Control,1,2017
Lil Baby,Quavo,1,2017
Moneybagg Yo,Quality Control,1,2017
Moneybagg Yo,Quavo,1,2017
BTS,Desiigner,1,2017
BTS,Steve Aoki,1,2017
Desiigner,Steve Aoki,1,2017
Cashmere Cat,Selena Gomez,1,2017
Cashmere Cat,Tory Lanez,1,2017
Selena Gomez,Tory Lanez,1,2017
N.E.R.D,Pharrell Williams,1,2017
Pharrell Williams,Rihanna,1,2017
Evander Griiim,Lil Yachty,1,2017
A$AP Ferg,Nicki Minaj,1,2017
Florida Georgia Line,The Chainsmokers,1,2017
French Montana,Jason Derulo,1,2017
JAY-Z,Kanye West,1,2017
Drake,Sampha,1,2017
Dua Lipa,Major Lazer,1,2017
Dua Lipa,Wale,1,2017
Dua Lipa,WizKid,1,2017
Major Lazer,Wale,1,2017
Major Lazer,WizKid,1,2017
Wale,WizKid,1,2017
NOTD,Stanaj,1,2017
Kodak Black,XXXTENTACION,1,2017
Gucci Mane,Ty Dolla $ign,1,2017
Demi Lovato,Luis Fonsi,1,2017
Black Coffee,Drake,1,2017
Black Coffee,Jorja Smith,1,2017
Drake,Jorja Smith,1,2017
Avicii,Sandro Cavazza,1,2017
Bad Bunny,Becky G,1,2017
Kanye West,Tyga,1,2017
A$AP Rocky,Famous Dex,1,2017
Eminem,Phresher,1,2017
Arcangel,Chris Jeday,1,2017
Arcangel,J Balvin,1,2017
Arcangel,Ozuna,1,2017
Chris Jeday,J Balvin,1,2017
Chris Jeday,Ozuna,1,2017
J Balvin,Ozuna,1,2017
Future,Maroon 5,1,2017
21 Savage,Quavo,1,2017
Metro Boomin,Quavo,1,2017
Killer Mike,Logic,1,2017
Lil Wayne,Wale,1,2017
Jason Derulo,Nicki Minaj,1,2017
Jason Derulo,Ty Dolla $ign,1,2017
Nicki Minaj,Ty Dolla $ign,1,2017
Drake,Nicki Minaj,1,2017
Gucci Mane,blackbear,1,2017
Martin Garrix,Troye Sivan,1,2017
John Lennon,The Harlem Community Choir,1,2017
John Lennon,The Plastic Ono Band,1,2017
John Lennon,Yoko Ono,1,2017
The Harlem Community Choir,The Plastic Ono Band,1,2017
The Harlem Community Choir,Yoko Ono,1,2017
The Plastic Ono Band,Yoko Ono,1,2017
Gucci Mane,Nicki Minaj,1,2017
Matoma,The Vamps,1,2017
Bebe Rexha,Digital Farm Animals,1,2017
Bebe Rexha,Louis Tomlinson,1,2017
Digital Farm Animals,Louis Tomlinson,1,2017
Kane Brown,Lauren Alaina,1,2017
Lil Yachty,Quality Control,1,2017
Big Sean,TWENTY88,1,2017
Emily Warren,FRENSHIP,1,2017
Linkin Park,Pusha T,1,2017
Linkin Park,Stormzy,1,2017
Pusha T,Stormzy,1,2017
Alessia Cara,Khalid,1,2017
Alessia Cara,Logic,1,2017
Khalid,Logic,1,2017
Mike Posner,Seeb,1,2017
J Balvin,Wale,1,2017
2 Chainz,Kanye West,1,2017
2 Chainz,Yo Gotti,1,2017
Big Sean,Kanye West,1,2017
Big Sean,Quavo,1,2017
Big Sean,Yo Gotti,1,2017
Kanye West,Quavo,1,2017
Kanye West,Yo Gotti,1,2017
Quavo,Yo Gotti,1,2017
Lil Pump,Lil Yachty,1,2017
Big Sean,Chance the Rapper,1,2017
Chance the Rapper,Jeremih,1,2017
Anna of the North,Rex Orange County,1,2017
Anna of the North,"Tyler, The Creator",1,2017
24hrs,Future,1,2017
24hrs,Ty Dolla $ign,1,2017
Kris Wu,Travis Scott,1,2017
Clean Bandit,Julia Michaels,1,2017
Lil Uzi Vert,Nicki Minaj,1,2017
Nicki Minaj,Oh Wonder,1,2017
Rick Ross,Wale,1,2017
Rick Ross,Young Thug,1,2017
Wale,Young Thug,1,2017
Anne-Marie,Clean Bandit,1,2017
Anne-Marie,Sean Paul,1,2017
Clean Bandit,Sean Paul,1,2017
Alan Walker,Digital Farm Animals,1,2017
Alan Walker,Juliander,1,2017
Alan Walker,Noah Cyrus,1,2017
Digital Farm Animals,Juliander,1,2017
Digital Farm Animals,Noah Cyrus,1,2017
Juliander,Noah Cyrus,1,2017
Kendrick Lamar,Sia,1,2017
Alessia Cara,Zedd,1,2017
David Guetta,Justin Bieber,1,2017
MadeinTYO,Roy Woods,1,2017
Future,Post Malone,1,2017
Future,Quavo,1,2017
Big Sean,Drake,1,2017
Ed Sheeran,Eminem,1,2017
Chance the Rapper,Saba,1,2017
Gucci Mane,Lil Wayne,1,2017
Halsey,The Chainsmokers,1,2017
Chance the Rapper,Knox Fortune,1,2017
Estelle,"Tyler, The Creator",1,2017
21 Savage,Mike WiLL Made-It,1,2017
21 Savage,YG,1,2017
Migos,Mike WiLL Made-It,1,2017
Migos,YG,1,2017
Mike WiLL Made-It,YG,1,2017
John Williams,Mykola Dmytrovych Leontovych,1,2017
Carrie Underwood,Keith Urban,1,2017
CVBZ,Cheat Codes,1,2017
CVBZ,Fetty Wap,1,2017
Cheat Codes,Fetty Wap,1,2017
2 Chainz,Metro Boomin,1,2017
Kali Uchis,"Tyler, The Creator",1,2017
Ariana Grande,Nicki Minaj,1,2017
Bebe Rexha,Florida Georgia Line,1,2017
Florida Georgia Line,Tim McGraw,1,2017
Travis Scott,Young Thug,1,2017
21 Savage,A Boogie Wit da Hoodie,1,2017
Gucci Mane,Slim Jxmmi,1,2017
Slim Jxmmi,Young Dolph,1,2017
Future,Tory Lanez,1,2017
Mustard,Quavo,1,2017
Mustard,YG,1,2017
Quavo,YG,1,2017
Calvin Harris,Rihanna,1,2017
Calvin Harris,Kehlani,1,2017
Calvin Harris,Lil Yachty,1,2017
Kehlani,Lil Yachty,1,2017
Ozuna,Wisin,1,2017
A$AP Rocky,Maroon 5,1,2017
Trippie Redd,XXXTENTACION,1,2017
Future,YG,1,2017
21 Savage,DJ Khaled,1,2017
21 Savage,T.I.,1,2017
DJ Khaled,Future,1,2017
DJ Khaled,T.I.,1,2017
Future,Migos,1,2017
Future,T.I.,1,2017
Migos,T.I.,1,2017
Phoebe Ryan,The Chainsmokers,1,2017
NAV,The Weeknd,1,2017
Calvin Harris,Nicki Minaj,1,2017
Louis Tomlinson,Steve Aoki,1,2017
Poo Bear,Skrillex,1,2017
Bebe Rexha,Ty Dolla $ign,1,2017
Travis Scott,Trippie Redd,1,2017
Lil Uzi Vert,The Weeknd,1,2017
Diplo,MØ,1,2017
Kiiara,Linkin Park,1,2017
Justin Bieber,Post Malone,1,2017
Kodak Black,Offset,1,2017
Big Lenbo,Black Thought,1,2017
Big Lenbo,Chuck D,1,2017
Big Lenbo,Logic,1,2017
Big Lenbo,No I.D,1,2017
Black Thought,Chuck D,1,2017
Black Thought,Logic,1,2017
Black Thought,No I.D,1,2017
Chuck D,Logic,1,2017
Chuck D,No I.D,1,2017
Logic,No I.D,1,2017
21 Savage,Drake,1,2017
Big Sean,Coldplay,1,2017
Lana Del Rey,Stevie Nicks,1,2017
Big Sean,DJ Khaled,1,2017
Big Sean,Rick Ross,1,2017
DJ Khaled,Rick Ross,1,2017
Rick Ross,Travis Scott,1,2017
Brent Faiyaz,Gucci Mane,1,2017
GoldLink,Gucci Mane,1,2017
Gucci Mane,Shy Glizzy,1,2017
A$AP Rocky,The Weeknd,1,2017
A$AP Rocky,Young Thug,1,2017
The Weeknd,Young Thug,1,2017
Lauren Jauregui,Steve Aoki,1,2017
Fuse ODG,Major Lazer,1,2017
Fuse ODG,Nyla,1,2017
Major Lazer,Nyla,1,2017
Katy Perry,Skip Marley,1,2017
Nause,Pretty Sister,1,2017
Future,Nicki Minaj,1,2017
Daddy Yankee,Justin Bieber,1,2017
Justin Bieber,Luis Fonsi,1,2017
Juicy J,Logic,1,2017
Eminem,Skylar Grey,1,2017
Sia,ZAYN,1,2017
Clean Bandit,Zara Larsson,1,2017
Imagine Dragons,Lil Wayne,1,2017
Imagine Dragons,Logic,1,2017
Imagine Dragons,Ty Dolla $ign,1,2017
Imagine Dragons,Wiz Khalifa,1,2017
Imagine Dragons,X Ambassadors,1,2017
Lil Wayne,Logic,1,2017
Lil Wayne,Wiz Khalifa,1,2017
Lil Wayne,X Ambassadors,1,2017
Logic,Ty Dolla $ign,1,2017
Logic,Wiz Khalifa,1,2017
Logic,X Ambassadors,1,2017
Ty Dolla $ign,X Ambassadors,1,2017
