,song_popularity,explicit,track_number,num_artists,num_available_markets,release_date,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,artist_1,artist_2,followers_artist1,popularity_artist1,genres_artist1,followers_artist2,popularity_artist2,genres_artist2
0,58,True,1,2,79,2019-06-21,192000,8,0,3,0.0209,0.614,0.641,0.0,0.0659,-6.751,0.288,0.492,123.539,Nafe Smallz,Tory Lanez,100203,69,"['trap soul', 'uk drill', 'uk hip hop']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
1,47,True,1,2,79,2019-06-13,192000,8,0,3,0.0209,0.614,0.641,0.0,0.0659,-6.751,0.288,0.492,123.539,Nafe Smallz,Tory Lanez,100203,69,"['trap soul', 'uk drill', 'uk hip hop']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
2,61,True,12,2,79,2019-11-22,193933,5,1,4,0.174,0.78,0.679,0.0,0.127,-4.554,0.0881,0.47,139.978,Trippie Redd,Tory Lanez,4543729,89,"['melodic rap', 'rap', 'trap']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
3,58,True,15,3,79,2018-11-09,185828,7,1,4,0.567,0.678,0.477,0.0,0.11,-9.626,0.0836,0.481,92.963,Trippie Redd,Tory Lanez,4543729,89,"['melodic rap', 'rap', 'trap']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
4,41,True,6,3,76,2017-03-24,224967,2,1,5,0.0275,0.405,0.653,0.0,0.0641,-6.03,0.0677,0.208,146.991,Maxwell,Tory Lanez,146136,72,"['deep german hip hop', 'german hip hop']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
5,0,True,3,3,0,2018-02-23,138473,9,0,4,0.0595,0.765,0.801,0.0,0.724,-4.809,0.174,0.747,95.071,6ix9ine,Tory Lanez,4618132,80,"['emo rap', 'rap', 'trap']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
6,12,True,4,2,0,2018-11-27,136031,1,0,4,0.128,0.745,0.715,0.0,0.182,-3.368,0.245,0.342,94.513,6ix9ine,Tory Lanez,4618132,80,"['emo rap', 'rap', 'trap']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
7,48,True,3,2,79,2019-05-02,184328,11,1,3,0.0329,0.715,0.788,0.0,0.162,-4.529,0.246,0.643,157.958,PnB Rock,Tory Lanez,2444602,80,"['melodic rap', 'pop rap', 'rap', 'trap']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
8,58,True,9,2,79,2019-03-22,150040,1,1,4,0.0388,0.778,0.644,0.0,0.115,-4.147,0.12,0.21,169.986,Rich The Kid,Tory Lanez,2103416,82,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
9,0,True,1,2,0,2019-03-15,150040,1,1,4,0.0381,0.78,0.643,0.0,0.115,-4.154,0.121,0.211,169.995,Rich The Kid,Tory Lanez,2103416,82,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
10,54,True,1,2,79,2017-12-10,235859,11,1,4,0.121,0.846,0.627,0.0,0.378,-8.463,0.284,0.533,84.015,Pressa,Tory Lanez,69574,57,"['canadian hip hop', 'melodic rap', 'rap montrealais', 'toronto rap']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
11,0,False,1,2,0,2017-11-17,193509,1,1,4,0.0871,0.732,0.63,0.0,0.0903,-6.577,0.19,0.424,91.999,Massari,Tory Lanez,103964,55,"['canadian pop', 'lebanese pop']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
12,1,True,2,2,0,2018-02-02,193043,0,0,4,0.00513,0.502,0.648,0.0,0.204,-5.698,0.0527,0.291,91.837,Keys N Krates,Tory Lanez,174071,57,"['bass trap', 'edm', 'electronic trap', 'livetronica', 'vapor twitch']",2905370,88,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']"
13,51,True,1,2,79,2019-03-01,193846,5,1,4,0.197,0.859,0.665,0.0,0.199,-6.906,0.227,0.416,130.068,Nafe Smallz,M Huncho,100203,69,"['trap soul', 'uk drill', 'uk hip hop']",178880,71,['uk hip hop']
14,54,True,23,2,79,2019-09-27,199111,5,0,4,0.155,0.887,0.605,3.44e-06,0.151,-7.843,0.189,0.586,135.016,D-Block Europe,M Huncho,249015,74,['uk hip hop'],178880,71,['uk hip hop']
15,51,True,7,3,79,2019-02-08,222026,3,1,4,0.236,0.805,0.785,0.0,0.273,-5.282,0.263,0.594,133.876,Lacrim,M Huncho,1335760,68,"['arabic hip hop', 'francoton', 'french hip hop', 'pop urbaine', 'rap algerien']",178880,71,['uk hip hop']
16,59,True,7,2,79,2019-06-21,185500,0,0,4,0.337,0.421,0.519,0.0,0.117,-8.752,0.491,0.307,84.23,Nafe Smallz,Yxng Bane,100203,69,"['trap soul', 'uk drill', 'uk hip hop']",285625,68,"['uk dancehall', 'uk drill', 'uk hip hop']"
17,57,True,15,2,79,2019-09-27,178498,5,0,4,0.351,0.843,0.804,6e-05,0.0994,-6.722,0.156,0.875,100.961,D-Block Europe,Yxng Bane,249015,74,['uk hip hop'],285625,68,"['uk dancehall', 'uk drill', 'uk hip hop']"
18,55,True,1,2,79,2018-07-20,201379,7,1,4,0.0122,0.673,0.684,0.00011,0.13,-8.347,0.133,0.516,175.862,D-Block Europe,Yxng Bane,249015,74,['uk hip hop'],285625,68,"['uk dancehall', 'uk drill', 'uk hip hop']"
19,0,True,3,2,0,2019-04-12,233513,10,0,4,0.195,0.629,0.612,0.0,0.0938,-6.605,0.0738,0.352,147.85,M Huncho,Yxng Bane,178880,71,['uk hip hop'],285625,68,"['uk dancehall', 'uk drill', 'uk hip hop']"
20,60,True,1,2,79,2017-06-16,219165,1,1,4,0.1,0.497,0.59,0.0,0.0714,-7.564,0.258,0.585,99.638,Yungen,Yxng Bane,235544,60,"['grime', 'london rap', 'uk hip hop']",285625,68,"['uk dancehall', 'uk drill', 'uk hip hop']"
21,27,False,9,2,78,1970,294133,2,1,4,0.969,0.15,0.0577,0.363,0.0873,-21.255,0.0362,0.0701,71.564,John Williams,Boston Pops Orchestra,856056,76,['soundtrack'],14587,54,"['adult standards', 'easy listening']"
22,4,False,1,2,0,2016-11-04,204444,5,0,4,0.064,0.572,0.797,0.0,0.105,-3.995,0.0483,0.252,135.006,Sigma,Birdy,236099,69,"['dance pop', 'drum and bass', 'edm', 'house', 'pop', 'tropical house', 'uk dance']",3023186,74,"['pop', 'pop rock']"
23,45,False,4,2,78,2015-10-30,207853,6,1,4,0.28,0.61,0.397,0.0,0.0833,-8.506,0.0504,0.718,129.761,Pentatonix,Tori Kelly,2649765,72,['a cappella'],1744117,72,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'viral pop']"
24,5,False,1,2,0,2017-12-08,211426,11,1,4,0.381,0.494,0.796,0.0,0.0918,-3.968,0.0738,0.646,159.926,Chris Lane,Tori Kelly,334714,71,['contemporary country'],1744117,72,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'viral pop']"
25,0,False,1,2,0,2017-11-17,211426,11,1,4,0.349,0.488,0.798,0.0,0.0921,-3.855,0.0705,0.613,160.03,Chris Lane,Tori Kelly,334714,71,['contemporary country'],1744117,72,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'viral pop']"
26,3,True,9,2,0,2019-05-10,265266,7,1,4,0.163,0.827,0.522,1.19e-06,0.109,-4.866,0.0845,0.477,151.99,Logic,Gucci Mane,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
27,1,True,1,3,0,2018-03-30,218260,5,0,4,0.0301,0.964,0.555,0.000567,0.128,-6.245,0.0499,0.338,130.017,Ty Dolla $ign,Gucci Mane,3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
28,62,True,21,3,79,2018-05-11,218260,5,0,4,0.0301,0.964,0.555,0.000567,0.128,-6.245,0.0499,0.338,130.017,Ty Dolla $ign,Gucci Mane,3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
29,57,True,10,3,79,2018-11-30,222958,1,0,4,0.207,0.932,0.658,0.0,0.118,-7.708,0.353,0.695,109.973,Lil Baby,Gucci Mane,3879825,92,"['atl hip hop', 'atl trap', 'rap', 'trap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
30,51,True,8,2,79,2018-01-26,259340,9,0,4,0.231,0.85,0.731,0.0,0.0886,-6.705,0.193,0.822,134.009,Migos,Gucci Mane,10308083,83,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
31,75,True,6,2,68,2017-01-27,304041,1,0,4,0.307,0.92,0.674,0.0,0.104,-5.662,0.264,0.741,141.967,Migos,Gucci Mane,10308083,83,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
32,55,True,12,2,79,2019-07-26,186784,4,0,4,0.319,0.822,0.598,0.0,0.109,-6.804,0.37,0.595,176.046,Chance the Rapper,Gucci Mane,4783381,84,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
33,0,True,1,2,0,2018-11-02,226320,8,0,4,0.257,0.719,0.501,0.0,0.189,-8.84,0.239,0.419,136.025,Metro Boomin,Gucci Mane,1814243,81,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
34,8,False,1,2,0,2017-07-13,186112,2,1,4,0.0204,0.708,0.61,4.45e-06,0.0641,-4.522,0.0574,0.305,123.038,Selena Gomez,Gucci Mane,20346451,89,"['dance pop', 'pop', 'post-teen pop']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
35,64,True,2,2,79,2019-03-01,219663,1,0,4,0.208,0.771,0.761,0.0,0.091,-4.727,0.047,0.277,131.01,Lil Skies,Gucci Mane,3954403,83,"['melodic rap', 'pop rap', 'rap', 'trap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
36,41,False,1,2,13,2017-08-25,165200,8,1,4,0.0162,0.53,0.512,7.04e-05,0.128,-7.094,0.133,0.401,196.121,Fifth Harmony,Gucci Mane,10556584,75,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'viral pop']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
37,2,False,1,2,0,2017-08-25,165200,8,1,4,0.0162,0.53,0.512,7.04e-05,0.128,-7.094,0.133,0.401,196.121,Fifth Harmony,Gucci Mane,10556584,75,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'viral pop']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
38,5,False,1,2,0,2017-06-01,164985,8,1,4,0.0162,0.53,0.512,7.04e-05,0.128,-7.094,0.133,0.401,196.121,Fifth Harmony,Gucci Mane,10556584,75,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'viral pop']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
39,5,True,1,8,0,2016-06-10,334253,6,0,4,0.0653,0.696,0.774,0.0,0.87,-2.424,0.084,0.33,134.985,Kanye West,Gucci Mane,11565597,90,"['chicago rap', 'rap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
40,69,True,1,8,77,2016-06-10,334253,6,0,4,0.0623,0.692,0.774,0.0,0.873,-2.48,0.0876,0.349,134.952,Kanye West,Gucci Mane,11565597,90,"['chicago rap', 'rap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
41,76,True,5,2,79,2016-08-12,291893,0,1,4,0.142,0.794,0.632,0.0,0.128,-6.163,0.0649,0.355,145.926,Rae Sremmurd,Gucci Mane,5777701,78,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
42,61,True,1,4,69,2017-06-22,240375,1,0,4,0.125,0.752,0.705,0.0,0.0919,-4.893,0.138,0.694,129.966,GoldLink,Gucci Mane,613487,73,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
43,63,True,3,3,79,2017-06-16,222706,4,0,4,0.274,0.836,0.776,0.0,0.113,-0.804,0.239,0.37,130.033,2 Chainz,Gucci Mane,5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
44,59,True,1,4,79,2018-02-16,232413,5,1,4,0.223,0.797,0.633,0.0,0.109,-4.815,0.238,0.577,156.015,A$AP Rocky,Gucci Mane,6806719,85,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
45,58,True,10,2,70,2018-07-13,124525,2,1,4,0.0353,0.947,0.441,0.0,0.111,-9.311,0.135,0.275,125.01,Wiz Khalifa,Gucci Mane,8992539,87,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
46,65,True,1,2,79,2017-07-28,233705,8,1,3,0.007,0.746,0.647,0.0,0.156,-6.388,0.052,0.196,112.015,blackbear,Gucci Mane,3031045,87,"['pop', 'pop rap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
47,55,True,1,2,79,2017-06-27,197680,4,0,4,0.11,0.684,0.612,0.0,0.331,-6.007,0.289,0.295,77.495,Desiigner,Gucci Mane,2896487,71,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
48,50,True,13,2,79,2017-05-05,728413,10,1,4,0.154,0.529,0.799,0.0,0.0858,-7.025,0.166,0.354,104.054,Logic,Neil deGrasse Tyson,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",5078,37,[]
49,55,True,5,2,79,2018-09-28,198106,10,1,4,0.139,0.546,0.871,8.28e-05,0.104,-5.81,0.148,0.303,189.723,Logic,Ryan Tedder,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",19685,61,[]
50,53,True,1,2,79,2018-07-27,199866,10,1,4,0.118,0.529,0.871,0.000164,0.115,-5.831,0.155,0.272,189.837,Logic,Ryan Tedder,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",19685,61,[]
51,62,True,12,2,79,2017-05-05,331266,1,1,4,0.111,0.622,0.867,0.000104,0.346,-5.298,0.0893,0.339,140.011,Logic,Damian Lemar Hudson,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",3570,48,[]
52,57,True,8,2,79,2018-09-28,188400,1,1,4,0.0224,0.748,0.894,0.0,0.143,-6.67,0.0748,0.839,157.988,Logic,Hailee Steinfeld,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",5581346,80,"['dance pop', 'pop', 'post-teen pop']"
53,63,False,4,2,79,2017-05-12,199973,7,0,4,0.00273,0.524,0.772,0.000169,0.224,-6.696,0.152,0.237,169.855,Machine Gun Kelly,Hailee Steinfeld,2027274,82,"['pop rap', 'rap']",5581346,80,"['dance pop', 'pop', 'post-teen pop']"
54,70,False,1,2,75,2019-09-27,181826,2,0,4,0.043,0.698,0.66,0.0,0.186,-5.429,0.083,0.351,119.214,Drax Project,Hailee Steinfeld,56495,68,"['australian pop', 'nz pop', 'pop']",5581346,80,"['dance pop', 'pop', 'post-teen pop']"
55,60,False,1,2,2,2019-09-27,181859,2,0,4,0.043,0.698,0.66,0.0,0.186,-5.429,0.083,0.351,119.214,Drax Project,Hailee Steinfeld,56495,68,"['australian pop', 'nz pop', 'pop']",5581346,80,"['dance pop', 'pop', 'post-teen pop']"
56,12,False,1,2,0,2019-01-21,181859,2,0,4,0.043,0.698,0.66,0.0,0.186,-5.429,0.083,0.351,119.214,Drax Project,Hailee Steinfeld,56495,68,"['australian pop', 'nz pop', 'pop']",5581346,80,"['dance pop', 'pop', 'post-teen pop']"
57,60,False,1,2,79,2018-06-01,201420,0,1,4,0.408,0.683,0.782,0.0,0.236,-2.989,0.0497,0.673,100.954,MNEK,Hailee Steinfeld,207417,69,"['tropical house', 'uk contemporary r&b']",5581346,80,"['dance pop', 'pop', 'post-teen pop']"
58,10,True,2,2,0,2019-05-10,245386,10,0,4,0.137,0.694,0.759,0.0,0.167,-5.667,0.398,0.77,140.055,Logic,Eminem,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",34482104,94,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
59,77,True,2,2,79,2019-05-10,245386,10,0,4,0.137,0.694,0.759,0.0,0.167,-5.667,0.398,0.77,140.055,Logic,Eminem,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",34482104,94,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
60,73,True,1,2,79,2019-05-03,245413,10,0,4,0.145,0.722,0.764,0.0,0.171,-5.656,0.398,0.796,139.831,Logic,Eminem,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",34482104,94,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
61,75,True,8,3,79,2019-07-12,207760,11,0,4,0.135,0.852,0.666,0.0,0.798,-6.923,0.184,0.726,91.046,Ed Sheeran,Eminem,62638197,94,"['pop', 'uk pop']",34482104,94,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
62,61,True,4,2,79,2017-02-03,325840,11,1,5,0.629,0.482,0.781,2.87e-06,0.413,-5.334,0.411,0.336,57.967,Big Sean,Eminem,7271979,83,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",34482104,94,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
63,61,True,2,2,69,2017-10-13,226160,10,0,4,0.0452,0.725,0.749,0.0,0.175,-7.474,0.356,0.761,87.03,P!nk,Eminem,8409756,83,"['dance pop', 'pop', 'post-teen pop']",34482104,94,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
64,2,True,10,2,0,2019-05-10,239986,7,1,4,0.0151,0.79,0.677,1.06e-05,0.169,-5.27,0.104,0.75,160.001,Logic,Wiz Khalifa,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",8992539,87,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
65,64,True,6,2,79,2018-03-09,260320,0,1,4,0.0402,0.742,0.72,0.000846,0.0839,-2.876,0.116,0.97,77.011,Logic,Wiz Khalifa,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",8992539,87,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
66,79,True,4,2,63,2012-01-01,231173,4,1,4,0.0188,0.743,0.752,0.0,0.287,-4.813,0.0414,0.545,110.015,Maroon 5,Wiz Khalifa,23843388,89,"['pop', 'pop rock']",8992539,87,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
67,78,True,1,6,70,2016-06-24,243490,9,0,4,0.255,0.502,0.786,0.0,0.65,-4.378,0.317,0.739,169.021,Lil Wayne,Wiz Khalifa,9014297,89,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",8992539,87,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
68,52,True,11,4,79,2018-09-28,260213,2,1,4,0.0898,0.626,0.852,0.0,0.354,-6.261,0.303,0.731,94.905,Logic,Kajo,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",142,37,[]
69,56,True,4,2,79,2017-05-05,206613,1,0,4,0.0304,0.856,0.758,0.0,0.105,-5.783,0.227,0.18,124.073,Logic,Ansel Elgort,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",739227,62,"['dance pop', 'pop']"
70,53,True,11,2,79,2017-05-05,412560,1,1,4,0.326,0.589,0.8,0.0,0.119,-6.54,0.0687,0.573,122.898,Logic,Lucy Rose,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",242590,58,"['ambient folk', 'british singer-songwriter', 'chamber pop', 'indie anthem-folk', 'indie folk']"
71,47,True,1,3,79,2018-09-28,430426,10,1,4,0.169,0.599,0.749,3.03e-06,0.4,-7.12,0.269,0.574,159.413,Logic,Lucy Rose,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",242590,58,"['ambient folk', 'british singer-songwriter', 'chamber pop', 'indie anthem-folk', 'indie folk']"
72,59,True,7,3,79,2018-09-28,353453,7,1,4,0.579,0.835,0.929,1.28e-06,0.38,-3.595,0.0653,0.96,119.047,Logic,Wale,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",2542382,77,"['hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
73,58,True,8,2,79,2018-03-09,240093,10,0,4,0.257,0.827,0.643,0.0,0.094,-6.414,0.0899,0.433,95.965,Logic,Young Sinatra,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",2674,44,[]
74,2,True,8,2,0,2019-05-10,211933,8,1,4,0.135,0.845,0.486,0.0,0.104,-6.473,0.313,0.142,77.028,Logic,G-Eazy,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",4411216,85,"['hip hop', 'indie pop rap', 'pop rap', 'rap']"
75,73,True,14,3,79,2018-04-27,212466,10,0,4,0.434,0.731,0.774,3.34e-06,0.114,-5.273,0.0555,0.219,100.005,Post Malone,G-Eazy,24460203,95,"['dfw rap', 'melodic rap', 'rap']",4411216,85,"['hip hop', 'indie pop rap', 'pop rap', 'rap']"
76,67,True,1,3,79,2019-01-23,175710,8,1,4,0.00586,0.888,0.74,0.0,0.218,-5.363,0.238,0.664,100.003,Tyga,G-Eazy,5593669,89,"['pop rap', 'rap', 'trap']",4411216,85,"['hip hop', 'indie pop rap', 'pop rap', 'rap']"
77,58,True,1,2,79,2019-01-24,190344,11,0,4,0.206,0.842,0.808,0.0,0.258,-3.243,0.0491,0.705,145.03,GASHI,G-Eazy,130958,72,"['pop rap', 'trap', 'trap soul']",4411216,85,"['hip hop', 'indie pop rap', 'pop rap', 'rap']"
78,62,True,1,2,79,2018-06-08,211893,0,1,4,0.031,0.836,0.703,0.0,0.124,-4.731,0.106,0.211,144.959,Vic Mensa,G-Eazy,514812,67,"['chicago rap', 'conscious hip hop', 'deep underground hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",4411216,85,"['hip hop', 'indie pop rap', 'pop rap', 'rap']"
79,4,True,1,2,0,2016-08-05,218480,1,1,4,0.0398,0.693,0.65,0.0,0.186,-8.376,0.192,0.663,85.026,Marc E. Bassy,G-Eazy,300903,71,"['pop', 'pop rap', 'post-teen pop', 'rap']",4411216,85,"['hip hop', 'indie pop rap', 'pop rap', 'rap']"
80,55,True,10,2,79,2018-03-09,154373,0,1,4,0.0826,0.675,0.675,0.0,0.12,-7.527,0.283,0.622,173.922,Logic,2 Chainz,4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
81,53,True,8,3,79,2018-11-30,226647,2,1,4,0.0555,0.874,0.552,0.0,0.279,-5.997,0.383,0.231,140.098,Lil Baby,2 Chainz,3879825,92,"['atl hip hop', 'atl trap', 'rap', 'trap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
82,8,True,15,3,0,2013-01-01,270866,1,1,4,0.0705,0.67,0.515,0.0,0.25,-6.977,0.397,0.422,122.006,Drake,2 Chainz,46297755,98,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
83,64,True,12,3,79,2017-03-18,307593,8,1,4,0.0407,0.903,0.439,0.0,0.138,-11.813,0.397,0.532,139.112,Drake,2 Chainz,46297755,98,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
84,60,True,10,2,68,2017-01-27,274096,8,1,4,0.162,0.862,0.785,0.0,0.128,-3.571,0.232,0.372,123.012,Migos,2 Chainz,10308083,83,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
85,54,True,21,2,79,2018-01-26,312741,10,1,4,0.0222,0.75,0.506,0.0,0.0986,-8.215,0.0852,0.067,137.978,Migos,2 Chainz,10308083,83,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
