,song_popularity,explicit,track_number,num_artists,num_available_markets,release_date,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,artist_1,artist_2,followers_artist1,popularity_artist1,genres_artist1,followers_artist2,popularity_artist2,genres_artist2
719,47,True,8,3,3,2019-11-22,191124,2,0,5,0.304,0.55,0.764,5.49e-05,0.113,-4.994,0.137,0.561,117.795,AriBeatz,Veysel,6760,55,['german hip hop'],628941,71,"['albanian hip hop', 'deep german hip hop', 'german hip hop']"
720,30,True,1,2,79,2019-02-08,150000,1,1,4,0.126,0.723,0.63,0.0,0.109,-5.571,0.0501,0.0354,144.988,Kalazh44,Veysel,65441,61,"['deep german hip hop', 'german hip hop']",628941,71,"['albanian hip hop', 'deep german hip hop', 'german hip hop']"
721,46,False,9,2,79,2019-04-19,187066,2,1,4,0.0152,0.781,0.637,1.07e-05,0.0972,-5.543,0.0495,0.208,144.018,KC Rebell,Elias,959134,71,"['deep german hip hop', 'german hip hop']",90606,64,"['german hip hop', 'german trap']"
722,45,True,1,2,79,2018-12-21,164000,8,1,4,0.035,0.815,0.729,5.49e-06,0.13,-4.331,0.301,0.279,82.007,Summer Cem,Elias,890874,74,['german hip hop'],90606,64,"['german hip hop', 'german trap']"
723,10,True,1,2,0,2019-07-26,173986,10,0,4,0.18,0.856,0.763,0.0226,0.256,-5.537,0.08,0.776,122.048,Summer Cem,Elias,890874,74,['german hip hop'],90606,64,"['german hip hop', 'german trap']"
724,59,True,8,2,79,2019-11-08,173986,10,0,4,0.18,0.856,0.763,0.0226,0.256,-5.537,0.08,0.776,122.048,Summer Cem,Elias,890874,74,['german hip hop'],90606,64,"['german hip hop', 'german trap']"
725,42,True,7,2,79,2018-07-27,223706,5,0,4,0.0324,0.779,0.518,0.0,0.107,-5.446,0.12,0.151,146.102,Summer Cem,Elias,890874,74,['german hip hop'],90606,64,"['german hip hop', 'german trap']"
726,54,False,4,2,79,2016-11-25,184178,6,0,4,0.0127,0.622,0.628,0.0,0.0507,-8.285,0.117,0.541,92.839,KC Rebell,Moé,959134,71,"['deep german hip hop', 'german hip hop']",795,40,[]
727,46,False,8,2,79,2019-04-19,183796,7,1,3,0.313,0.694,0.607,0.0,0.1,-6.464,0.225,0.51,158.904,KC Rebell,Ufo361,959134,71,"['deep german hip hop', 'german hip hop']",1370420,81,"['german cloud rap', 'german hip hop']"
728,27,True,4,2,0,2018-06-22,263646,7,1,4,0.56,0.75,0.662,0.0,0.133,-6.142,0.239,0.533,123.949,Capital Bra,Ufo361,3286611,82,['german hip hop'],1370420,81,"['german cloud rap', 'german hip hop']"
729,51,True,7,2,76,2017-02-03,155400,1,1,4,0.215,0.674,0.884,0.0,0.0997,-4.426,0.301,0.33,139.776,Capital Bra,Ufo361,3286611,82,['german hip hop'],1370420,81,"['german cloud rap', 'german hip hop']"
730,57,True,7,2,76,2017-09-29,185733,10,0,4,0.705,0.738,0.449,1.2e-05,0.112,-7.316,0.309,0.421,145.195,Capital Bra,Ufo361,3286611,82,['german hip hop'],1370420,81,"['german cloud rap', 'german hip hop']"
731,23,True,1,2,0,2018-04-27,263646,7,1,4,0.558,0.749,0.66,0.0,0.133,-6.143,0.241,0.542,123.96,Capital Bra,Ufo361,3286611,82,['german hip hop'],1370420,81,"['german cloud rap', 'german hip hop']"
732,67,False,8,3,77,2019-08-29,220880,11,1,4,0.0827,0.827,0.646,0.0,0.123,-6.122,0.505,0.711,168.025,Luciano,Ufo361,319,13,[],1370420,81,"['german cloud rap', 'german hip hop']"
733,67,False,8,3,77,2019-08-29,220880,11,1,4,0.0827,0.827,0.646,0.0,0.123,-6.122,0.505,0.711,168.025,Luciano,Ufo361,624777,77,['german hip hop'],1370420,81,"['german cloud rap', 'german hip hop']"
734,38,True,1,2,4,2018-06-28,206000,9,0,4,0.0288,0.602,0.706,0.0,0.105,-5.713,0.42,0.314,83.99,Dardan,Ufo361,649678,75,"['albanian hip hop', 'german hip hop']",1370420,81,"['german cloud rap', 'german hip hop']"
735,38,True,7,2,4,2018-07-06,206426,10,1,4,0.031,0.737,0.716,0.0,0.107,-5.712,0.231,0.327,163.997,Dardan,Ufo361,649678,75,"['albanian hip hop', 'german hip hop']",1370420,81,"['german cloud rap', 'german hip hop']"
736,43,True,11,2,79,2017-08-25,248332,3,0,4,0.744,0.702,0.648,0.000108,0.0999,-7.595,0.141,0.223,123.974,RAF Camora,Ufo361,1140736,80,['german hip hop'],1370420,81,"['german cloud rap', 'german hip hop']"
737,52,True,1,2,79,2018-06-08,175124,1,0,4,0.212,0.873,0.486,1.52e-05,0.109,-6.897,0.11,0.189,94.989,Rich The Kid,Ufo361,2103416,82,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1370420,81,"['german cloud rap', 'german hip hop']"
738,45,True,11,2,77,2018-03-02,236070,11,0,4,0.173,0.89,0.512,0.0,0.132,-7.828,0.299,0.395,120.924,Olexesh,Ufo361,711963,68,['german hip hop'],1370420,81,"['german cloud rap', 'german hip hop']"
739,46,False,3,2,79,2019-10-11,161564,10,0,4,0.00117,0.756,0.846,0.345,0.243,-4.842,0.11,0.227,166.929,Data Luv,Ufo361,46622,55,['german trap'],1370420,81,"['german cloud rap', 'german hip hop']"
740,60,False,1,2,79,2019-09-06,179620,0,1,4,0.407,0.764,0.772,0.0,0.109,-5.16,0.181,0.465,157.993,Selmon,Ufo361,6668,51,"['german alternative rap', 'german trap']",1370420,81,"['german cloud rap', 'german hip hop']"
741,50,False,11,2,79,2019-09-26,198483,1,1,4,0.0526,0.799,0.534,0.0435,0.453,-5.295,0.0594,0.547,118.044,Sido,Santos,1103684,77,"['german hip hop', 'german pop']",824,54,[]
742,59,False,1,2,79,2019-08-01,165133,8,1,4,0.0589,0.689,0.717,0.0,0.115,-6.21,0.0615,0.578,95.045,Sido,Monchi,1103684,77,"['german hip hop', 'german pop']",255,52,[]
743,63,False,5,2,79,2019-09-26,165134,8,1,4,0.0555,0.683,0.738,0.0,0.101,-6.235,0.0925,0.529,95.002,Sido,Monchi,1103684,77,"['german hip hop', 'german pop']",255,52,[]
744,60,True,7,3,79,2019-09-26,227936,8,1,4,0.00372,0.602,0.785,2.38e-05,0.22,-5.012,0.256,0.376,86.869,Sido,Samra,1103684,77,"['german hip hop', 'german pop']",684242,83,['german hip hop']
745,53,True,1,3,79,2019-08-29,227936,8,1,4,0.00372,0.602,0.785,2.38e-05,0.22,-5.012,0.256,0.376,86.869,Sido,Samra,1103684,77,"['german hip hop', 'german pop']",684242,83,['german hip hop']
746,53,True,4,2,79,2019-10-24,178533,7,0,4,0.118,0.63,0.592,0.0,0.138,-7.325,0.346,0.486,147.817,Manuellsen,Samra,135892,62,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop']
747,14,False,13,2,0,2018-11-02,210400,5,0,4,0.167,0.686,0.686,0.0,0.0982,-6.655,0.212,0.538,80.022,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
748,60,False,7,2,79,2019-10-03,162884,5,0,4,0.373,0.551,0.746,0.0,0.206,-4.371,0.318,0.58,82.557,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
749,54,False,15,3,79,2019-10-03,154482,6,0,4,0.611,0.744,0.708,0.0,0.195,-4.785,0.335,0.678,86.907,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
750,18,False,5,3,0,2018-11-02,237333,9,1,4,0.0333,0.75,0.629,0.0,0.158,-3.303,0.44,0.209,180.094,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
751,54,False,12,2,79,2019-10-03,169230,8,1,4,0.182,0.862,0.682,0.0,0.117,-4.458,0.281,0.259,74.999,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
752,52,False,13,2,79,2019-10-03,182534,4,0,4,0.153,0.634,0.816,0.0,0.109,-4.337,0.728,0.388,78.546,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
753,70,True,1,2,79,2019-06-20,172035,6,0,4,0.407,0.631,0.673,0.0,0.154,-4.892,0.384,0.721,83.504,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
754,59,True,9,2,79,2019-10-03,149436,1,1,4,0.431,0.585,0.708,0.0,0.1,-3.704,0.241,0.504,83.054,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
755,58,False,3,2,79,2019-10-03,165991,7,0,4,0.482,0.77,0.715,0.0,0.104,-5.077,0.253,0.407,93.067,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
756,58,True,1,2,79,2019-03-15,203066,7,0,4,0.275,0.63,0.692,0.0,0.167,-4.951,0.427,0.82,179.877,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
757,13,False,12,2,0,2018-11-02,153820,7,1,4,0.0711,0.8,0.882,0.000129,0.099,-4.201,0.108,0.868,77.012,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
758,56,False,6,2,79,2019-10-03,200278,1,0,4,0.57,0.706,0.681,0.0,0.0911,-4.779,0.281,0.574,145.711,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
759,62,True,10,2,79,2019-04-12,203066,7,0,4,0.275,0.633,0.691,0.0,0.17,-4.952,0.419,0.823,180.051,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
760,63,True,1,2,79,2019-08-22,155000,6,0,4,0.542,0.833,0.585,7.01e-06,0.0632,-6.252,0.223,0.663,96.016,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
761,56,False,17,2,79,2019-10-03,168304,8,0,4,0.514,0.508,0.753,0.0,0.184,-4.171,0.376,0.719,174.352,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
762,57,False,5,2,79,2019-10-03,164979,6,0,4,0.219,0.464,0.868,0.0,0.0722,-3.293,0.386,0.428,181.305,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
763,71,True,10,3,79,2019-10-03,194534,1,0,4,0.533,0.48,0.749,0.0,0.0997,-5.057,0.432,0.419,179.056,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
764,67,True,14,3,79,2019-10-03,207750,10,0,4,0.293,0.652,0.754,0.0,0.15,-5.086,0.264,0.483,160.005,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
765,13,False,1,3,0,2018-10-12,237333,2,1,4,0.0325,0.749,0.596,0.0,0.155,-4.374,0.447,0.205,179.989,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
766,64,False,18,2,79,2019-10-03,156656,5,1,4,0.733,0.669,0.676,9.37e-06,0.177,-4.223,0.105,0.553,82.015,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
767,68,True,2,2,79,2019-10-03,172035,6,0,4,0.407,0.631,0.673,0.0,0.154,-4.892,0.384,0.721,83.504,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
768,71,True,1,3,79,2019-09-19,194534,1,0,4,0.533,0.48,0.749,0.0,0.0997,-5.057,0.432,0.419,179.056,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
769,64,False,1,2,79,2019-10-03,151294,1,1,4,0.198,0.654,0.782,0.0,0.347,-2.88,0.244,0.635,179.701,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
770,59,True,4,2,79,2019-10-03,155000,6,0,4,0.542,0.833,0.585,7.01e-06,0.0632,-6.252,0.223,0.663,96.016,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
771,55,False,5,2,79,2019-04-12,179073,11,0,4,0.115,0.813,0.859,0.0,0.0708,-3.329,0.264,0.892,149.872,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
772,57,True,8,2,79,2019-10-03,152862,5,1,4,0.497,0.803,0.776,0.000153,0.269,-3.421,0.179,0.536,95.972,Capital Bra,Samra,3286611,82,['german hip hop'],684242,83,['german hip hop']
773,54,True,14,2,77,2019-08-29,169320,1,0,4,0.289,0.707,0.799,0.0,0.165,-5.018,0.438,0.408,174.167,Luciano,Samra,319,13,[],684242,83,['german hip hop']
774,54,True,14,2,77,2019-08-29,169320,1,0,4,0.289,0.707,0.799,0.0,0.165,-5.018,0.438,0.408,174.167,Luciano,Samra,624777,77,['german hip hop'],684242,83,['german hip hop']
775,57,True,1,2,79,2019-03-22,170200,1,0,4,0.275,0.714,0.817,0.0,0.14,-3.987,0.435,0.408,174.1,Luciano,Samra,319,13,[],684242,83,['german hip hop']
776,57,True,1,2,79,2019-03-22,170200,1,0,4,0.275,0.714,0.817,0.0,0.14,-3.987,0.435,0.408,174.1,Luciano,Samra,624777,77,['german hip hop'],684242,83,['german hip hop']
777,2,True,1,2,0,2018-06-15,182398,1,1,4,0.0187,0.763,0.779,0.0,0.148,-3.496,0.154,0.66,94.002,Bushido,Samra,1002581,69,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop']
778,58,True,1,3,79,2018-07-06,258399,11,0,4,0.062,0.735,0.586,2.39e-06,0.0873,-6.455,0.499,0.359,159.908,Bushido,Samra,1002581,69,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop']
779,50,True,4,3,79,2018-09-28,258399,11,0,4,0.0627,0.716,0.588,2.59e-06,0.0874,-6.457,0.509,0.368,159.975,Bushido,Samra,1002581,69,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop']
780,53,True,7,2,79,2018-09-28,182398,1,1,4,0.0174,0.761,0.803,0.0,0.146,-3.048,0.142,0.679,93.951,Bushido,Samra,1002581,69,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop']
781,46,True,1,2,79,2019-06-14,166093,7,1,5,0.395,0.511,0.872,0.0,0.407,-3.745,0.367,0.61,119.229,Azad,Samra,223286,57,"['deep german hip hop', 'german hip hop']",684242,83,['german hip hop']
782,48,False,1,2,79,2019-09-19,215871,1,1,4,0.382,0.673,0.646,0.0,0.157,-9.74,0.0844,0.509,139.948,Sido,Johannes Oerding,1103684,77,"['german hip hop', 'german pop']",290100,64,"['german pop', 'german pop rock']"
783,68,False,14,2,79,2019-09-26,215871,1,1,4,0.382,0.673,0.646,0.0,0.157,-9.74,0.0844,0.509,139.948,Sido,Johannes Oerding,1103684,77,"['german hip hop', 'german pop']",290100,64,"['german pop', 'german pop rock']"
784,57,False,1,3,79,2019-06-13,184946,10,0,4,0.0467,0.685,0.829,0.00261,0.147,-7.053,0.0752,0.358,95.031,Sido,YONII,1103684,77,"['german hip hop', 'german pop']",125565,55,['german hip hop']
785,61,False,3,3,79,2019-09-26,184946,10,0,4,0.0467,0.685,0.829,0.00261,0.147,-7.053,0.0752,0.358,95.031,Sido,YONII,1103684,77,"['german hip hop', 'german pop']",125565,55,['german hip hop']
786,55,False,13,2,79,2019-09-26,181795,2,1,4,0.251,0.787,0.765,0.0,0.279,-6.452,0.208,0.892,80.025,Sido,Casper,1103684,77,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
787,51,False,6,2,79,2018-08-31,173371,7,1,4,0.114,0.72,0.96,0.0,0.294,-6.464,0.11,0.484,136.008,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
788,47,False,2,2,79,2018-08-31,235975,7,1,4,0.00382,0.413,0.89,0.0,0.113,-4.885,0.145,0.363,92.813,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
789,53,False,4,2,79,2018-08-31,195188,8,1,4,0.0685,0.69,0.615,0.0,0.144,-7.206,0.0494,0.212,127.929,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
790,42,False,1,2,79,2018-06-30,235746,6,0,4,0.00573,0.482,0.905,0.0,0.329,-4.732,0.19,0.344,94.189,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
791,48,False,1,2,79,2018-08-10,195188,8,1,4,0.0685,0.69,0.615,0.0,0.144,-7.206,0.0494,0.212,127.929,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
792,37,False,1,2,79,2018-08-24,237683,0,0,4,0.393,0.882,0.56,0.00124,0.172,-6.162,0.0622,0.516,140.005,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
793,54,False,8,3,79,2018-08-31,192118,5,0,4,0.245,0.749,0.687,0.0217,0.114,-4.934,0.125,0.275,143.987,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
794,40,False,10,2,79,2018-08-31,212280,8,0,4,0.0453,0.705,0.773,2.57e-06,0.183,-6.953,0.145,0.346,104.886,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
795,51,False,7,2,79,2018-08-31,237683,0,0,4,0.393,0.882,0.56,0.00124,0.172,-6.162,0.0622,0.516,140.005,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
796,45,False,5,2,79,2018-08-31,207372,4,1,4,0.00801,0.627,0.725,0.00143,0.119,-9.0,0.0589,0.409,161.015,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
797,46,False,1,2,79,2018-08-31,227918,6,0,4,0.0744,0.545,0.827,0.0,0.24,-4.742,0.343,0.588,79.47,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
798,43,False,9,3,79,2018-08-31,252002,4,0,4,0.311,0.653,0.584,0.000324,0.242,-8.948,0.144,0.235,138.069,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
799,41,False,3,2,79,2018-08-31,216810,5,1,4,0.259,0.673,0.759,0.0,0.406,-6.394,0.272,0.333,134.963,Marteria,Casper,685391,63,"['german hip hop', 'german pop']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
800,50,False,2,2,79,2019-01-25,205173,5,0,4,0.0351,0.627,0.923,0.0,0.189,-3.363,0.223,0.833,167.83,Dendemann,Casper,123230,48,"['german alternative rap', 'german hip hop', 'german indie', 'german pop', 'german reggae', 'hamburg hip hop', 'indie deutschrap']",504586,63,"['german alternative rap', 'german hip hop', 'german pop', 'german rock']"
801,75,False,4,2,79,2019-09-26,237157,8,0,4,0.213,0.657,0.691,0.0,0.099,-7.907,0.236,0.493,160.106,Sido,Apache 207,1103684,77,"['german hip hop', 'german pop']",744879,79,['german hip hop']
802,76,False,7,2,67,2017-03-17,213427,11,0,4,0.00312,0.583,0.732,9.86e-06,0.269,-5.728,0.0457,0.276,145.992,Zara Larsson,MNEK,7051441,83,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",207417,69,"['tropical house', 'uk contemporary r&b']"
803,66,False,10,2,79,2017-02-24,230654,2,1,4,0.0743,0.35,0.613,0.0,0.069,-5.453,0.0592,0.224,120.038,Stormzy,MNEK,1600063,80,"['grime', 'uk hip hop']",207417,69,"['tropical house', 'uk contemporary r&b']"
804,57,False,4,2,67,2017-03-17,166706,0,1,4,0.085,0.726,0.576,0.0,0.0458,-7.341,0.146,0.783,82.055,Zara Larsson,Ty Dolla $ign,7051441,83,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
805,9,True,1,2,0,2018-02-23,220880,8,1,4,0.566,0.74,0.558,0.0,0.112,-8.115,0.102,0.421,140.057,Post Malone,Ty Dolla $ign,24460203,95,"['dfw rap', 'melodic rap', 'rap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
806,10,True,1,2,0,2018-02-23,220880,8,1,4,0.59,0.748,0.546,0.0,0.112,-8.134,0.106,0.413,140.005,Post Malone,Ty Dolla $ign,24460203,95,"['dfw rap', 'melodic rap', 'rap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
807,83,True,8,2,79,2018-04-27,221440,8,1,4,0.546,0.75,0.56,0.0,0.111,-8.094,0.105,0.459,140.06,Post Malone,Ty Dolla $ign,24460203,95,"['dfw rap', 'melodic rap', 'rap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
808,12,False,1,3,0,2019-04-26,193175,11,1,4,0.102,0.6,0.666,0.0,0.118,-9.827,0.0394,0.566,99.989,The Chainsmokers,Ty Dolla $ign,15949888,88,"['electropop', 'pop', 'tropical house']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
809,73,False,11,3,79,2018-12-14,233000,0,0,4,0.0468,0.443,0.623,0.0,0.247,-6.717,0.0718,0.156,79.365,Lil Wayne,Ty Dolla $ign,9014297,89,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
810,47,True,6,2,70,2017-10-13,244453,3,0,4,0.234,0.844,0.486,0.0,0.0976,-6.915,0.368,0.493,142.606,Gucci Mane,Ty Dolla $ign,3201171,84,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
811,59,True,6,3,79,2019-04-26,171000,8,1,4,0.0844,0.781,0.501,0.0,0.0891,-5.854,0.3,0.22,93.987,ScHoolboy Q,Ty Dolla $ign,3064555,78,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
812,60,True,4,3,70,2017-07-21,205373,1,1,4,0.0254,0.519,0.57,0.0,0.0821,-7.366,0.202,0.317,164.155,Meek Mill,Ty Dolla $ign,4108074,83,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
813,65,False,1,2,79,2019-01-25,234434,8,1,4,0.0845,0.511,0.795,0.0,0.102,-3.714,0.146,0.432,175.987,Little Mix,Ty Dolla $ign,7320727,83,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
814,51,True,8,2,79,2018-08-03,172893,1,1,4,0.0113,0.932,0.486,0.0,0.101,-7.965,0.0671,0.413,100.014,YG,Ty Dolla $ign,2167964,82,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
815,67,True,6,2,70,2017-02-16,197253,5,1,4,0.0283,0.656,0.615,0.0,0.234,-6.252,0.0539,0.366,139.91,Bebe Rexha,Ty Dolla $ign,5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
816,79,False,2,2,77,2016-05-27,214480,8,1,4,0.103,0.803,0.585,3.94e-06,0.0644,-5.861,0.0432,0.593,105.017,Fifth Harmony,Ty Dolla $ign,10556584,75,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'viral pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
817,68,False,6,3,79,2019-10-25,116559,9,0,4,0.312,0.894,0.416,0.0,0.146,-6.823,0.0538,0.463,116.96,Kanye West,Ty Dolla $ign,11565597,90,"['chicago rap', 'rap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
818,46,True,11,2,69,2017-07-14,181120,9,1,4,0.215,0.731,0.659,0.0,0.0624,-4.712,0.125,0.539,98.004,WizKid,Ty Dolla $ign,381316,77,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
819,48,False,1,2,79,2018-11-16,210160,2,1,4,0.0203,0.687,0.792,0.0,0.0717,-5.622,0.228,0.774,154.083,MAX,Ty Dolla $ign,417781,75,"['dance pop', 'indie poptimism', 'pop', 'pop rap', 'post-teen pop', 'viral pop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
820,4,True,9,4,0,2017-06-16,210200,11,0,4,0.0289,0.816,0.508,0.000516,0.112,-7.471,0.143,0.507,72.99,2 Chainz,Ty Dolla $ign,5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
821,1,True,1,4,0,2017-03-09,210400,7,1,4,0.0313,0.803,0.488,0.000285,0.112,-7.564,0.18,0.553,72.913,2 Chainz,Ty Dolla $ign,5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
822,74,True,9,4,79,2017-06-16,210200,7,1,4,0.0312,0.822,0.502,0.000887,0.114,-7.38,0.148,0.525,73.003,2 Chainz,Ty Dolla $ign,5447497,83,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
823,61,True,4,2,79,2018-06-08,206605,9,0,4,0.00457,0.334,0.81,0.0,0.158,-4.855,0.0632,0.306,151.643,KIDS SEE GHOSTS,Ty Dolla $ign,488830,67,"['hip hop', 'rap', 'underground hip hop']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
824,73,True,1,2,69,2017-08-11,200773,7,0,4,0.0935,0.814,0.635,0.0,0.0892,-6.609,0.0809,0.784,87.581,Wiz Khalifa,Ty Dolla $ign,8992539,87,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3286397,88,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
