Source,Target,Weight,avg_streams,Year
detroit hip hop,dmv rap,4,6744472.0,2018
candy pop,uk pop,1,52543183.0,2018
metropopolis,uk pop,1,52543183.0,2018
dancehall,puerto rican pop,1,43498385.0,2018
puerto rican pop,uk dancehall,1,43498385.0,2018
puerto rican pop,uk hip hop,1,43498385.0,2018
chicago rap,conscious hip hop,1,4353563.0,2018
chicago rap,hardcore hip hop,2,4353563.0,2018
big room,sky room,1,4950269.0,2018
edm,sky room,1,4950269.0,2018
pop,sky room,1,4950269.0,2018
progressive house,sky room,1,4950269.0,2018
sky room,tropical house,1,4950269.0,2018
comedy rap,dance pop,1,293217637.0,2018
comedy rap,pop,1,293217637.0,2018
comedy rap,pop rap,1,293217637.0,2018
comedy rap,r&b,1,293217637.0,2018
comedy rap,rap,1,293217637.0,2018
dance pop,pittsburgh rap,1,3932201.0,2018
pittsburgh rap,urban contemporary,1,3932201.0,2018
reggaeton,urban contemporary,1,270370249.0,2018
mexican pop,pop,2,270370249.0,2018
mexican pop,pop rap,2,270370249.0,2018
mexican pop,post-teen pop,2,270370249.0,2018
mexican pop,urban contemporary,1,270370249.0,2018
british soul,dance pop,1,3843346.0,2018
british soul,edm,1,3843346.0,2018
british soul,pop,1,3843346.0,2018
british soul,tropical house,1,3843346.0,2018
dance pop,europop,5,3843346.0,2018
europop,pop,5,3843346.0,2018
edm,francoton,1,100485345.0,2018
francoton,urban contemporary,1,100485345.0,2018
francoton,hip pop,1,100485345.0,2018
francoton,queens hip hop,1,100485345.0,2018
escape room,underground hip hop,2,9064157.0,2018
alternative hip hop,art pop,1,9064157.0,2018
alternative hip hop,indie r&b,1,9064157.0,2018
alternative hip hop,indietronica,1,9064157.0,2018
alternative hip hop,uk alternative pop,1,9064157.0,2018
escape room,indie r&b,1,9064157.0,2018
escape room,indietronica,1,9064157.0,2018
escape room,uk alternative pop,1,9064157.0,2018
brostep,metropopolis,3,414553827.0,2018
brostep,modern rock,3,414553827.0,2018
modern rock,progressive electro house,3,414553827.0,2018
brostep,pop rock,2,414553827.0,2018
pop rock,progressive electro house,2,414553827.0,2018
latin,zimdancehall,2,11586560.0,2018
reggaeton flow,zimdancehall,2,11586560.0,2018
trap latino,zimdancehall,2,11586560.0,2018
hip pop,latin,3,11586560.0,2018
latin,queens hip hop,3,11586560.0,2018
hip pop,reggaeton flow,2,11586560.0,2018
queens hip hop,reggaeton flow,2,11586560.0,2018
hip pop,trap latino,2,11586560.0,2018
queens hip hop,trap latino,2,11586560.0,2018
dance pop,zimdancehall,2,11586560.0,2018
hip pop,zimdancehall,2,11586560.0,2018
pop,zimdancehall,2,11586560.0,2018
pop rap,zimdancehall,2,11586560.0,2018
post-teen pop,zimdancehall,2,11586560.0,2018
queens hip hop,zimdancehall,2,11586560.0,2018
canadian electronic,dfw rap,2,365013185.0,2018
canadian electronic,melodic rap,2,365013185.0,2018
deep big room,dfw rap,2,365013185.0,2018
deep big room,melodic rap,2,365013185.0,2018
dfw rap,pop edm,2,365013185.0,2018
melodic rap,pop edm,2,365013185.0,2018
canadian electronic,canadian hip hop,2,365013185.0,2018
canadian electronic,toronto rap,2,365013185.0,2018
canadian electronic,trap,2,365013185.0,2018
canadian electronic,trap soul,2,365013185.0,2018
canadian hip hop,deep big room,2,365013185.0,2018
deep big room,toronto rap,2,365013185.0,2018
deep big room,trap soul,2,365013185.0,2018
canadian hip hop,pop edm,2,365013185.0,2018
pop edm,toronto rap,2,365013185.0,2018
pop edm,trap soul,2,365013185.0,2018
big room,brostep,2,365013185.0,2018
big room,trance,2,365013185.0,2018
big room,canadian electronic,2,365013185.0,2018
brostep,canadian electronic,2,365013185.0,2018
canadian electronic,dutch edm,2,365013185.0,2018
canadian electronic,trance,2,365013185.0,2018
brostep,deep big room,2,365013185.0,2018
deep big room,dutch edm,2,365013185.0,2018
deep big room,house,2,365013185.0,2018
deep big room,trance,2,365013185.0,2018
brostep,electro house,2,365013185.0,2018
electro house,trance,2,365013185.0,2018
brostep,pop edm,2,365013185.0,2018
dutch edm,pop edm,2,365013185.0,2018
house,pop edm,2,365013185.0,2018
pop edm,trance,2,365013185.0,2018
canadian hip hop,dfw rap,2,365013185.0,2018
dfw rap,toronto rap,2,365013185.0,2018
brostep,dfw rap,2,365013185.0,2018
dfw rap,dutch edm,2,365013185.0,2018
dfw rap,edm,2,365013185.0,2018
dfw rap,house,2,365013185.0,2018
dfw rap,trance,2,365013185.0,2018
dfw rap,tropical house,2,365013185.0,2018
brostep,melodic rap,3,365013185.0,2018
dutch edm,melodic rap,2,365013185.0,2018
melodic rap,trance,2,365013185.0,2018
brostep,canadian hip hop,2,365013185.0,2018
canadian hip hop,dutch edm,2,365013185.0,2018
canadian hip hop,house,2,365013185.0,2018
canadian hip hop,trance,2,365013185.0,2018
brostep,toronto rap,2,365013185.0,2018
dutch edm,toronto rap,2,365013185.0,2018
toronto rap,trance,2,365013185.0,2018
dutch edm,trap,2,365013185.0,2018
trance,trap,2,365013185.0,2018
brostep,trap soul,2,365013185.0,2018
dutch edm,trap soul,2,365013185.0,2018
house,trap soul,2,365013185.0,2018
trance,trap soul,2,365013185.0,2018
chicago rap,florida rap,1,7102756.0,2018
conscious hip hop,neo mellow,3,52941736.0,2018
conscious hip hop,piano rock,1,52941736.0,2018
dmv rap,neo mellow,1,52941736.0,2018
dmv rap,piano rock,1,52941736.0,2018
hip hop,neo mellow,4,52941736.0,2018
baile pop,sertanejo universitario,1,33546799.0,2018
funk carioca,sertanejo universitario,1,33546799.0,2018
funk das antigas,sertanejo universitario,1,33546799.0,2018
pagode baiano,sertanejo universitario,1,33546799.0,2018
atl hip hop,italian hip hop,1,9618772.0,2018
hip hop,italian hip hop,1,9618772.0,2018
italian hip hop,melodic rap,1,9618772.0,2018
italian hip hop,pop rap,1,9618772.0,2018
italian hip hop,rap,1,9618772.0,2018
italian hip hop,trap,1,9618772.0,2018
edm,trap latino,4,425764492.0,2018
electronic trap,latin,9,425764492.0,2018
electronic trap,puerto rican pop,4,425764492.0,2018
electronic trap,reggaeton,9,425764492.0,2018
electronic trap,trap latino,4,425764492.0,2018
cumbia,latin,4,33962746.0,2018
cumbia,latin hip hop,2,33962746.0,2018
cumbia,latin pop,1,33962746.0,2018
cumbia,pop reggaeton,1,33962746.0,2018
cumbia,reggaeton,4,33962746.0,2018
cumbia,reggaeton flow,2,33962746.0,2018
cumbia,tropical,4,33962746.0,2018
latin,latin alternative,4,33962746.0,2018
latin alternative,latin hip hop,2,33962746.0,2018
latin alternative,latin pop,1,33962746.0,2018
latin alternative,pop reggaeton,1,33962746.0,2018
latin alternative,reggaeton,4,33962746.0,2018
latin alternative,reggaeton flow,2,33962746.0,2018
latin alternative,tropical,4,33962746.0,2018
latin,latin rock,4,33962746.0,2018
latin hip hop,latin rock,2,33962746.0,2018
latin pop,latin rock,1,33962746.0,2018
latin rock,pop reggaeton,1,33962746.0,2018
latin rock,reggaeton,4,33962746.0,2018
latin rock,reggaeton flow,2,33962746.0,2018
latin rock,tropical,4,33962746.0,2018
latin,r&b en espanol,42,113556540.384615,2019
r&b en espanol,reggaeton,36,120556623.333333,2019
underground hip hop,vapor trap,30,5867561.0,2019
nc hip hop,underground hip hop,19,8675420.83333333,2019
panamanian pop,tropical,17,75966547.5833333,2019
r&b en espanol,trap argentino,15,82924288.1818182,2019
panamanian pop,trap latino,15,127714645.909091,2019
rap,sudanese pop,15,5867561.0,2019
latin hip hop,panamanian pop,14,99033318.9230769,2019
trap argentino,tropical,12,64997961.25,2019
house,uk dance,12,46042418.1666667,2019
sudanese pop,underground hip hop,12,5867561.0,2019
italian hip hop,trap italiana,12,7977814.5,2019
panamanian pop,trap argentino,11,103782961.0,2019
r&b en espanol,tropical,11,73462408.5714286,2019
panamanian pop,reggaeton flow,10,142436640.222222,2019
hip hop,sudanese pop,10,5867561.0,2019
trap soul,vapor trap,10,5421875.0,2019
pop reggaeton,trap argentino,9,113695135.8,2019
nc hip hop,southern hip hop,9,18191279.4444444,2019
r&b en espanol,trap latino,8,105012318.625,2019
atl trap,nc hip hop,8,55614837.625,2019
nc hip hop,vapor trap,8,8891513.6,2019
big room,uk dance,8,35775976.6,2019
pop reggaeton,reggaeton flow,8,118585107.428571,2019
panamanian pop,r&b en espanol,7,103782961.0,2019
dance pop,filter house,7,15226280.25,2019
dance pop,vocal house,7,15226280.25,2019
pop,vocal house,7,15226280.25,2019
r&b en espanol,reggaeton flow,7,102051076.0,2019
cali rap,vapor trap,7,5421875.0,2019
electropop,melodic dubstep,6,67178082.6666667,2019
melodic dubstep,pop,6,67178082.6666667,2019
disco house,uk dance,6,18573019.6666667,2019
filter house,uk dance,6,18573019.6666667,2019
uk dance,vocal house,6,18573019.6666667,2019
latin hip hop,trap argentino,6,67947261.5,2019
country,pop rap,6,280187925.333333,2019
pop reggaeton,trap latino,6,212334583.8,2019
queens hip hop,vapor trap,6,5867561.0,2019
sudanese pop,vapor trap,6,5867561.0,2019
atl hip hop,vapor trap,6,5353628.25,2019
atl trap,underground hip hop,6,6090404.0,2019
italian underground hip hop,trap italiana,6,7977814.5,2019
emo,pop,6,116764176.75,2019
electro house,latin,6,92863601.75,2019
electro house,reggaeton,6,92863601.75,2019
french hip hop,pop urbaine,6,9705058.33333333,2019
alternative r&b,underground hip hop,6,5421875.0,2019
meme rap,underground hip hop,6,5421875.0,2019
miami hip hop,trap soul,6,5421875.0,2019
vapor trap,vapor trap,6,5421875.0,2019
belgian edm,latin,6,101939379.0,2019
belgian edm,reggaeton,6,101939379.0,2019
belgian edm,tropical,6,101939379.0,2019
colombian pop,r&b en espanol,5,113695135.8,2019
pop reggaeton,r&b en espanol,5,113695135.8,2019
panamanian pop,pop reggaeton,5,113695135.8,2019
atl trap,conscious hip hop,5,66226423.4,2019
pop house,uk dance,5,169524174.333333,2019
latin hip hop,r&b en espanol,5,80387347.8,2019
melodic rap,uk pop,5,69401083.6,2019
electro house,tropical,5,92863601.75,2019
colombian hip hop,latin,5,78491704.5,2019
conscious hip hop,vapor trap,4,9758923.25,2019
uk dance,uk dance,4,38273421.25,2019
edm,filter house,4,15226280.25,2019
edm,vocal house,4,15226280.25,2019
house,house,4,18906871.0,2019
filter house,tropical house,4,15226280.25,2019
tropical house,vocal house,4,15226280.25,2019
big room,europop,4,34719310.0,2019
country,country rap,4,280187925.333333,2019
country,lgbtq+ hip hop,4,280187925.333333,2019
country road,pop rap,4,280187925.333333,2019
latin pop,r&b en espanol,4,109211027.25,2019
r&b en espanol,rap latina,4,109211027.25,2019
argentine hip hop,r&b en espanol,4,162271994.0,2019
argentine hip hop,pop reggaeton,4,162271994.0,2019
argentine hip hop,panamanian pop,4,162271994.0,2019
sudanese pop,trap,4,5867561.0,2019
pop,soundtrack,4,20930125.5,2019
rap,soundtrack,4,20930125.5,2019
album rock,rap,4,94706093.5,2019
birmingham metal,rap,4,94706093.5,2019
hard rock,rap,4,94706093.5,2019
metal,rap,4,94706093.5,2019
baroque pop,pop,4,112457481.5,2019
art pop,dance pop,4,68601536.5,2019
art pop,post-teen pop,4,68601536.5,2019
alternative r&b,vapor trap,4,5421875.0,2019
cali rap,trap soul,4,5421875.0,2019
cali rap,miami hip hop,4,5421875.0,2019
rap napoletano,trap italiana,4,8764834.33333333,2019
pop,pop reggaeton,4,66700604.0,2019
latin,moombahton,4,92639967.0,2019
moombahton,reggaeton,4,92639967.0,2019
german hip hop,german underground rap,4,4640455.0,2019
colombian hip hop,reggaeton,4,78491704.5,2019
canadian pop,melodic dubstep,3,67178082.6666667,2019
dance pop,melodic dubstep,3,67178082.6666667,2019
melodic dubstep,post-teen pop,3,67178082.6666667,2019
melodic dubstep,tropical house,3,67178082.6666667,2019
disco house,house,3,18573019.6666667,2019
filter house,house,3,18573019.6666667,2019
house,vocal house,3,18573019.6666667,2019
disco house,post-teen pop,3,18573019.6666667,2019
filter house,post-teen pop,3,18573019.6666667,2019
post-teen pop,vocal house,3,18573019.6666667,2019
conscious hip hop,g funk,3,39996496.0,2019
dmv rap,g funk,3,39996496.0,2019
british indie rock,rap rock,3,27460420.6666667,2019
modern alternative rock,rap rock,3,27460420.6666667,2019
modern rock,rap rock,3,27460420.6666667,2019
rap rock,rock,3,27460420.6666667,2019
big room,swedish electropop,3,11493748.6666667,2019
europop,swedish pop,3,11493748.6666667,2019
swedish electropop,swedish pop,3,11493748.6666667,2019
swedish pop,swedish pop,3,11493748.6666667,2019
country rap,country road,3,280187925.333333,2019
country road,lgbtq+ hip hop,3,280187925.333333,2019
atl trap,dfw rap,3,190496462.0,2019
colombian pop,rap latina,3,142683429.333333,2019
panamanian pop,rap latina,3,122662670.0,2019
nc hip hop,queens hip hop,3,5867561.0,2019
nc hip hop,sudanese pop,3,5867561.0,2019
pop rap,sudanese pop,3,5867561.0,2019
dancehall,uk hip hop,3,16749046.3333333,2019
electropop,k-pop boy group,3,100206521.333333,2019
chicago rap,uk pop,3,109963289.666667,2019
big room,modern rock,3,82422189.6666667,2019
indie poptimism,southern hip hop,3,32645192.3333333,2019
indie poptimism,trap,3,32645192.3333333,2019
british indie rock,pop rap,3,18233282.6666667,2019
pop,reggae fusion,3,11466107.0,2019
atl hip hop,electronic trap,3,4931256.0,2019
conscious hip hop,nc hip hop,3,14934415.0,2019
nc hip hop,nc hip hop,3,7594957.0,2019
british indie rock,pop,3,26242718.0,2019
dancehall,reggae fusion,3,4599461.0,2019
french hip hop,french hip hop,3,9705058.33333333,2019
pop urbaine,pop urbaine,3,9705058.33333333,2019
sudanese pop,trap soul,3,5421875.0,2019
hip hop,meme rap,3,5421875.0,2019
trap soul,trap soul,3,5421875.0,2019
nc hip hop,trap soul,3,5421875.0,2019
meme rap,trap soul,3,5421875.0,2019
meme rap,vapor trap,3,5421875.0,2019
dance pop,pop reggaeton,3,66700604.0,2019
latin hip hop,rap,3,40253485.0,2019
perreo,rap,3,40253485.0,2019
baile pop,latin pop,3,26299025.0,2019
funk das antigas,latin pop,3,26299025.0,2019
latin pop,pagode baiano,3,26299025.0,2019
edm,reggaeton flow,3,48533119.5,2019
latin,rap dominicano,3,60612336.5,2019
rap dominicano,reggaeton,3,60612336.5,2019
latin,pop rock,3,103506300.0,2019
pop rock,reggaeton,3,103506300.0,2019
baile pop,tropical,3,16472758.5,2019
funk das antigas,tropical,3,16472758.5,2019
pagode baiano,tropical,3,16472758.5,2019
social media pop,trap,3,12395171.5,2019
german underground rap,hamburg hip hop,3,4640455.0,2019
deep german hip hop,german underground rap,3,4640455.0,2019
edm,latin hip hop,3,53182825.5,2019
basshall,belgian edm,3,101939379.0,2019
belgian edm,dutch hip hop,3,101939379.0,2019
belgian edm,dutch house,3,101939379.0,2019
belgian edm,dutch urban,3,101939379.0,2019
belgian edm,latin hip hop,3,101939379.0,2019
belgian edm,latin pop,3,101939379.0,2019
belgian edm,rap latina,3,101939379.0,2019
colombian hip hop,tropical,3,45412178.0,2019
latin,salsa choke,3,45412178.0,2019
reggaeton,salsa choke,3,45412178.0,2019
salsa choke,tropical,3,45412178.0,2019
dfw rap,philly rap,2,32975714.5,2019
latin hip hop,reggae fusion,2,369685049.0,2019
alternative r&b,uk pop,2,279577657.0,2019
latin pop,pop reggaeton,2,162271994.0,2019
pop reggaeton,rap latina,2,162271994.0,2019
latin pop,panamanian pop,2,162271994.0,2019
gangster rap,nc hip hop,2,157185148.5,2019
panamanian pop,puerto rican pop,2,164723704.5,2019
outlaw country,post-teen pop,2,9787327.0,2019
contemporary country,uk pop,2,9787327.0,2019
outlaw country,uk pop,2,9787327.0,2019
atl hip hop,sudanese pop,2,6090404.0,2019
conscious hip hop,queens hip hop,2,6090404.0,2019
conscious hip hop,sudanese pop,2,6090404.0,2019
atl trap,queens hip hop,2,6090404.0,2019
atl trap,sudanese pop,2,6090404.0,2019
southern hip hop,sudanese pop,2,6090404.0,2019
pop rap,soundtrack,2,20930125.5,2019
canadian contemporary r&b,soundtrack,2,20930125.5,2019
canadian pop,soundtrack,2,20930125.5,2019
nigerian hip hop,uk pop,2,22823839.0,2019
nigerian pop,uk pop,2,22823839.0,2019
afro dancehall,grime,2,22823839.0,2019
afro dancehall,uk hip hop,2,22823839.0,2019
dancehall,grime,2,22823839.0,2019
grime,nigerian hip hop,2,22823839.0,2019
nigerian hip hop,uk hip hop,2,22823839.0,2019
grime,nigerian pop,2,22823839.0,2019
nigerian pop,uk hip hop,2,22823839.0,2019
album rock,dfw rap,2,94706093.5,2019
album rock,melodic rap,2,94706093.5,2019
birmingham metal,dfw rap,2,94706093.5,2019
birmingham metal,melodic rap,2,94706093.5,2019
dfw rap,hard rock,2,94706093.5,2019
hard rock,melodic rap,2,94706093.5,2019
dfw rap,metal,2,94706093.5,2019
melodic rap,metal,2,94706093.5,2019
dfw rap,rock,2,94706093.5,2019
melodic rap,rock,2,94706093.5,2019
rap sardegna,trap italiana,2,5278131.5,2019
bmore,electro house,2,67434402.0,2019
bmore,moombahton,2,67434402.0,2019
electro house,moombahton,2,67434402.0,2019
moombahton,moombahton,2,67434402.0,2019
electro house,ninja,2,67434402.0,2019
moombahton,ninja,2,67434402.0,2019
afro dancehall,uk contemporary r&b,2,29729007.0,2019
dancehall,uk contemporary r&b,2,29729007.0,2019
nigerian hip hop,uk contemporary r&b,2,29729007.0,2019
nigerian pop,uk contemporary r&b,2,29729007.0,2019
etherpop,k-pop,2,140251639.0,2019
etherpop,k-pop boy group,2,140251639.0,2019
indie poptimism,k-pop boy group,2,140251639.0,2019
baroque pop,dance pop,2,112457481.5,2019
baroque pop,post-teen pop,2,112457481.5,2019
dance pop,emo,2,112457481.5,2019
emo,post-teen pop,2,112457481.5,2019
conscious hip hop,uk pop,2,92890284.0,2019
dark trap,pop rap,2,207055759.0,2019
emo,pop rap,2,121070872.0,2019
pop punk,pop rap,2,121070872.0,2019
big room,emo,2,121070872.0,2019
edm,emo,2,121070872.0,2019
emo,progressive house,2,121070872.0,2019
emo,tropical house,2,121070872.0,2019
modern rock,progressive house,2,121070872.0,2019
big room,pop punk,2,121070872.0,2019
edm,pop punk,2,121070872.0,2019
pop,pop punk,2,121070872.0,2019
pop punk,progressive house,2,121070872.0,2019
pop punk,tropical house,2,121070872.0,2019
cali rap,reggaeton flow,2,77713187.5,2019
cali rap,trap latino,2,77713187.5,2019
chicago rap,nyc rap,2,107911549.0,2019
atl hip hop,electropop,2,38961459.0,2019
atl hip hop,etherpop,2,38961459.0,2019
atl hip hop,indie poptimism,2,38961459.0,2019
etherpop,southern hip hop,2,38961459.0,2019
etherpop,trap,2,38961459.0,2019
dfw rap,etherpop,2,38961459.0,2019
etherpop,melodic rap,2,38961459.0,2019
dfw rap,indie poptimism,2,38961459.0,2019
dfw rap,nc hip hop,2,63831202.5,2019
alternative r&b,chicago rap,2,17127235.5,2019
electro house,trap latino,2,88437530.5,2019
latin,viral pop,2,88437530.5,2019
reggaeton,viral pop,2,88437530.5,2019
trap latino,viral pop,2,88437530.5,2019
tropical,viral pop,2,88437530.5,2019
pop rap,rap rock,2,21148918.5,2019
british indie rock,rap,2,21148918.5,2019
chicago rap,r&b,2,13161993.5,2019
conscious hip hop,neo soul,2,5746431.0,2019
country rap,pop rap,2,46941806.0,2019
country rap,rap,2,46941806.0,2019
post-teen pop,rap latina,2,57084316.0,2019
k-pop,latin,2,8297897.0,2019
k-pop,latin viral pop,2,8297897.0,2019
k-pop,rap latina,2,8297897.0,2019
k-pop,reggaeton,2,8297897.0,2019
latin,underground hip hop,2,10662332.0,2019
latin viral pop,underground hip hop,2,10662332.0,2019
rap latina,underground hip hop,2,10662332.0,2019
reggaeton,underground hip hop,2,10662332.0,2019
underground hip hop,video game music,2,10662332.0,2019
k-pop,underground hip hop,2,10662332.0,2019
dancehall,modern reggae,2,4599461.0,2019
dancehall,reggae,2,4599461.0,2019
pop rap,reggae fusion,2,4599461.0,2019
reggae fusion,uk dancehall,2,4599461.0,2019
reggae fusion,uk hip hop,2,4599461.0,2019
dancehall,roots reggae,2,4599461.0,2019
emo rap,reggae fusion,2,4599461.0,2019
miami hip hop,reggae fusion,2,4599461.0,2019
dancehall,emo rap,2,4599461.0,2019
dancehall,miami hip hop,2,4599461.0,2019
french hip hop,rap conscient,2,5716607.0,2019
pop urbaine,rap conscient,2,5716607.0,2019
cali rap,cali rap,2,8236221.0,2019
cali rap,sudanese pop,2,5421875.0,2019
miami hip hop,queens hip hop,2,5421875.0,2019
miami hip hop,sudanese pop,2,5421875.0,2019
cali rap,nc hip hop,2,5421875.0,2019
alternative r&b,miami hip hop,2,5421875.0,2019
cali rap,meme rap,2,5421875.0,2019
miami hip hop,nc hip hop,2,5421875.0,2019
italian alternative,trap italiana,2,10953128.0,2019
italian pop,trap italiana,2,10953128.0,2019
country rap,k-pop,2,9920697.0,2019
k-pop,lgbtq+ hip hop,2,9920697.0,2019
pop rap,pop reggaeton,2,66700604.0,2019
electropop,reggaeton flow,2,110807451.5,2019
pop reggaeton,post-teen pop,2,128974936.0,2019
latin,melodic rap,2,22412448.5,2019
latin hip hop,melodic rap,2,22412448.5,2019
melodic rap,perreo,2,22412448.5,2019
melodic rap,reggaeton,2,22412448.5,2019
melodic rap,reggaeton flow,2,22412448.5,2019
melodic rap,trap latino,2,22412448.5,2019
melodic rap,tropical,2,22412448.5,2019
perreo,pop rap,2,40253485.0,2019
edm,nyc pop,2,24597139.0,2019
baile pop,funk ostentacao,2,7369768.0,2019
funk das antigas,funk ostentacao,2,7369768.0,2019
bmore,latin,2,92639967.0,2019
bmore,reggaeton,2,92639967.0,2019
dembow,edm,2,92639967.0,2019
edm,rap dominicano,2,92639967.0,2019
dembow,moombahton,2,92639967.0,2019
moombahton,rap dominicano,2,92639967.0,2019
moombahton,reggaeton flow,2,92639967.0,2019
moombahton,tropical,2,92639967.0,2019
latin,ninja,2,92639967.0,2019
ninja,reggaeton,2,92639967.0,2019
dembow,pop,2,92639967.0,2019
pop,rap dominicano,2,92639967.0,2019
dembow,tropical house,2,92639967.0,2019
rap dominicano,tropical house,2,92639967.0,2019
reggaeton flow,tropical house,2,92639967.0,2019
pop rock,tropical,2,103506300.0,2019
post-teen pop,trap queen,2,72371104.0,2019
big room,latin pop,2,53275751.0,2019
electro house,latin pop,2,53275751.0,2019
latin pop,progressive electro house,2,53275751.0,2019
edm,video game music,2,42228837.0,2019
moombahton,video game music,2,42228837.0,2019
tropical house,video game music,2,42228837.0,2019
alternative r&b,moombahton,2,42228837.0,2019
afrobeat,hip hop,2,12651284.0,2019
hip hop,malian blues,2,12651284.0,2019
hip hop,mande pop,2,12651284.0,2019
hip hop,wassoulou,2,12651284.0,2019
hip hop,world,2,12651284.0,2019
afrobeat,pop rap,2,12651284.0,2019
malian blues,pop rap,2,12651284.0,2019
mande pop,pop rap,2,12651284.0,2019
pop rap,wassoulou,2,12651284.0,2019
pop rap,world,2,12651284.0,2019
afrobeat,rap,2,12651284.0,2019
malian blues,rap,2,12651284.0,2019
mande pop,rap,2,12651284.0,2019
rap,wassoulou,2,12651284.0,2019
rap,world,2,12651284.0,2019
hip hop,social media pop,2,12395171.5,2019
social media pop,southern hip hop,2,12395171.5,2019
latin,venezuelan hip hop,2,125581523.0,2019
reggaeton,venezuelan hip hop,2,125581523.0,2019
dance pop,trance,2,103252399.0,2019
brostep,edm,2,103252399.0,2019
edm,trance,2,103252399.0,2019
pop,trance,2,103252399.0,2019
trance,tropical house,2,103252399.0,2019
basshall,latin,2,101939379.0,2019
basshall,reggaeton,2,101939379.0,2019
basshall,tropical,2,101939379.0,2019
dutch hip hop,latin,2,101939379.0,2019
dutch hip hop,reggaeton,2,101939379.0,2019
dutch hip hop,tropical,2,101939379.0,2019
dutch house,latin,2,101939379.0,2019
dutch house,reggaeton,2,101939379.0,2019
dutch house,tropical,2,101939379.0,2019
dutch urban,latin,2,101939379.0,2019
dutch urban,reggaeton,2,101939379.0,2019
dutch urban,tropical,2,101939379.0,2019
dutch hip hop,edm,2,101939379.0,2019
dutch hip hop,tropical house,2,101939379.0,2019
dutch urban,edm,2,101939379.0,2019
dutch urban,tropical house,2,101939379.0,2019
latin hip hop,tropical house,2,101939379.0,2019
belgian dance,latin,2,101939379.0,2019
big room,latin,2,101939379.0,2019
latin,progressive electro house,2,101939379.0,2019
belgian dance,reggaeton,2,101939379.0,2019
big room,reggaeton,2,101939379.0,2019
progressive electro house,reggaeton,2,101939379.0,2019
belgian dance,tropical,2,101939379.0,2019
big room,tropical,2,101939379.0,2019
progressive electro house,tropical,2,101939379.0,2019
brega funk,funk carioca,2,16105062.5,2019
latin,rock en espanol,2,6882345.0,2019
reggaeton,rock en espanol,2,6882345.0,2019
houston rap,pop,2,60349059.0,2019
afro dancehall,latin,2,5383079.0,2019
afropop,latin,2,5383079.0,2019
ghanaian hip hop,latin,2,5383079.0,2019
latin,swedish dancehall,2,5383079.0,2019
afro dancehall,reggaeton,2,5383079.0,2019
afropop,reggaeton,2,5383079.0,2019
ghanaian hip hop,reggaeton,2,5383079.0,2019
reggaeton,swedish dancehall,2,5383079.0,2019
atl hip hop,country,2,15525284.0,2019
atl trap,country,2,15525284.0,2019
country,gangster rap,2,15525284.0,2019
country,melodic rap,2,15525284.0,2019
country,rap,2,15525284.0,2019
country,trap,2,15525284.0,2019
neo mellow,southern hip hop,2,6818858.0,2019
neo mellow,trap,2,6818858.0,2019
rap,smooth jazz,2,19916542.0,2019
rap,smooth saxophone,2,19916542.0,2019
emo,lgbtq+ hip hop,2,4878588.0,2019
lgbtq+ hip hop,modern rock,2,4878588.0,2019
lgbtq+ hip hop,pop punk,2,4878588.0,2019
latin,trap brasileiro,2,19034981.0,2019
reggaeton,trap brasileiro,2,19034981.0,2019
trap brasileiro,tropical,2,19034981.0,2019
blues rock,pop rap,2,5120047.0,2019
blues rock,rap,2,5120047.0,2019
blues rock,trap,2,5120047.0,2019
classic rock,pop rap,2,5120047.0,2019
classic rock,rap,2,5120047.0,2019
classic rock,trap,2,5120047.0,2019
mexican classic rock,pop rap,2,5120047.0,2019
mexican classic rock,rap,2,5120047.0,2019
mexican classic rock,trap,2,5120047.0,2019
dominican pop,tropical,2,28584706.0,2019
rap dominicano,tropical,2,28584706.0,2019
rap,social media pop,2,4777684.0,2019
bmore,contemporary country,1,33003595.0,2019
bmore,country road,1,33003595.0,2019
bmore,deep talent show,1,33003595.0,2019
deep talent show,edm,1,33003595.0,2019
deep talent show,electropop,1,33003595.0,2019
contemporary country,moombahton,1,33003595.0,2019
country road,moombahton,1,33003595.0,2019
deep talent show,moombahton,1,33003595.0,2019
contemporary country,ninja,1,33003595.0,2019
country road,ninja,1,33003595.0,2019
deep talent show,ninja,1,33003595.0,2019
deep talent show,pop,1,33003595.0,2019
deep talent show,tropical house,1,33003595.0,2019
dance pop,finnish pop,1,76627763.0,2019
deep euro house,finnish pop,1,76627763.0,2019
deep house,finnish pop,1,76627763.0,2019
edm,finnish pop,1,76627763.0,2019
finnish pop,german dance,1,76627763.0,2019
finnish pop,pop,1,76627763.0,2019
finnish pop,tropical house,1,76627763.0,2019
dance pop,reggae fusion,1,18332753.0,2019
post-teen pop,reggae fusion,1,18332753.0,2019
dirty south rap,electronic trap,1,4931256.0,2019
dance pop,vapor trap,1,4931256.0,2019
edm,vapor trap,1,4931256.0,2019
electronic trap,underground hip hop,1,4931256.0,2019
electronic trap,vapor trap,1,4931256.0,2019
pop,vapor trap,1,4931256.0,2019
dirty south rap,underground hip hop,1,4931256.0,2019
atl hip hop,indie pop rap,1,5062370.0,2019
big room,bubblegum dance,1,104395994.0,2019
bubblegum dance,dance pop,1,104395994.0,2019
bubblegum dance,dutch house,1,104395994.0,2019
bubblegum dance,edm,1,104395994.0,2019
bubblegum dance,electro house,1,104395994.0,2019
