ID,Label
1,funk carioca
2,baile pop
3,brazilian hip hop
4,sertanejo pop
5,brazilian edm
6,dance pop
7,pop
8,sertanejo universitario
9,sertanejo
10,brega funk
11,latin
12,funk ostentacao
13,pagode
14,afrofuturismo brasileiro
15,trap brasileiro
16,pop nacional
17,funk das antigas
18,pagode baiano
19,electro house
20,forro
21,pop rap
22,edm
23,post-teen pop
24,rap
25,canadian pop
26,melodic rap
27,dfw rap
28,r&b brasileiro
29,electronic trap
30,reggaeton
31,bass trap
32,hip hop
33,nova mpb
34,electropop
35,axe
36,brasilia hip hop
37,pop house
38,modern rock
39,rap baiano
40,folk brasileiro
41,puerto rican pop
42,latin pop
43,alternative r&b
44,boy band
45,album rock
46,birmingham metal
47,hard rock
48,metal
49,baroque pop
50,emo
51,art pop
52,atl hip hop
53,mpb
54,detroit hip hop
55,latin hip hop
56,brazilian rock
57,house
58,r&b
59,canadian hip hop
60,g funk
61,gangster rap
62,k-pop
63,reggaeton flow
64,uk dance
65,latin viral pop
66,big room
67,german dance
68,tropical house
69,hollywood
70,modern samba
71,chicago rap
72,conscious hip hop
73,trap
74,country
75,country rap
76,country road
77,brega romantico
78,brostep
79,metropopolis
80,pernambuco alternative
81,complextro
82,electro
83,rap latina
84,deep pop r&b
85,underground hip hop
86,trap latino
87,canadian contemporary r&b
88,pop reggaeton
89,hungarian rock
90,k-pop boy group
91,belo horizonte indie
92,glam rock
93,hip pop
94,progressive house
95,funk bh
96,etherpop
97,indie poptimism
98,cubaton
99,atl trap
100,bachata
101,indie pop
102,indietronica
103,neo-synthpop
104,progressive electro house
105,samba reggae
106,norwegian pop
107,toronto rap
108,k-hop
109,destroy techno
110,nc hip hop
111,eurodance
112,europop
113,italo dance
114,neo soul
115,pop rock
116,mexican pop
117,portuguese pop
118,moombahton
119,art rock
120,classic rock
121,dance rock
122,permanent wave
123,protopunk
124,rock
125,candy pop
126,rap feminino nacional
127,contemporary country
128,indie r&b
129,new french touch
130,girl group
131,queens hip hop
132,bossa nova
133,deep funk ostentacao
134,colombian pop
135,dominican pop
136,tropical
137,german techno
138,musica canaria
139,r&b en espanol
140,hip hop tuga
141,mangue bit
142,chicago house
143,instrumental funk
144,modern reggae
145,dancehall
146,dark trap
147,reggae fusion
148,uk pop
149,viral pop
150,west coast rap
151,indie curitibano
152,canadian electronic
153,lgbtq+ hip hop
154,southern hip hop
155,trap soul
156,video game music
157,shimmer pop
158,urban contemporary
159,talent show
160,samba
161,samba de roda
162,transpop
163,deep tropical house
164,vapor trap
