ID,Label
1,dance pop
2,pop
3,hip hop
4,edm
5,pop rap
6,baile pop
7,funk carioca
8,rap
9,post-teen pop
10,electropop
11,sertanejo
12,atl hip hop
13,electro house
14,sertanejo pop
15,brazilian edm
16,sertanejo universitario
17,funk ostentacao
18,trap
19,melodic rap
20,southern hip hop
21,tropical house
22,latin
23,canadian pop
24,conscious hip hop
25,funk das antigas
26,new orleans rap
27,indie poptimism
28,pop nacional
29,house
30,dirty south rap
31,miami hip hop
32,pop rock
33,chicago rap
34,detroit hip hop
35,r&b
36,big room
37,brega funk
38,brazilian hip hop
39,modern rock
40,pagode baiano
41,axe
42,moombahton
43,latin pop
44,hip pop
45,folk brasileiro
46,nova mpb
47,rock
48,danish pop
49,indie pop
50,progressive house
51,mpb
52,latin hip hop
53,reggaeton
54,forro
55,pop edm
56,deep funk ostentacao
57,pagode
58,girl group
59,canadian contemporary r&b
60,tropical
61,electronic trap
62,alternative r&b
63,norwegian pop
64,complextro
65,atl trap
66,gangster rap
67,uk dance
68,barbadian pop
69,dmv rap
70,modern alternative rock
71,indie pop rap
72,boy band
73,samba reggae
74,talent show
75,art pop
76,etherpop
77,dfw rap
78,afrofuturismo brasileiro
79,bass trap
80,german techno
81,pittsburgh rap
82,australian pop
83,g funk
84,contemporary country
85,country
86,country pop
87,country road
88,modern country rock
89,stomp pop
90,electro
91,filter house
92,francoton
93,new french touch
94,piano rock
95,portuguese pop
96,deep pop r&b
97,sertanejo tradicional
98,east coast hip hop
99,modern reggae
100,puerto rican pop
101,brazilian rock
102,indie electropop
103,indietronica
104,brostep
105,mexican pop
106,reggaeton flow
107,cubaton
108,disco house
109,neo mellow
110,neo soul
111,permanent wave
112,colombian pop
113,dutch pop
114,hungarian rock
115,queens hip hop
116,swedish pop
117,australian dance
118,nyc pop
119,uk funky
120,dancehall
121,electro latino
122,afro dancehall
123,afropop
124,azonto
125,deep euro house
126,deep house
127,german dance
128,la pop
129,philly rap
130,indie cafe pop
131,progressive electro house
132,social media pop
133,irish rock
134,australian hip hop
135,escape room
136,rap latina
137,brazilian house
138,gauze pop
139,downtempo
140,gqom
141,uk contemporary r&b
142,rap baiano
143,trap brasileiro
144,trap soul
145,brasilia hip hop
146,toronto rap
147,british soul
148,new jack swing
149,urban contemporary
150,r&b brasileiro
151,uk pop
152,aussietronica
153,melbourne bounce
154,k-pop
155,k-pop boy group
156,deep groove house
157,canadian hip hop
158,deep tropical house
159,lgbtq+ hip hop
160,scandipop
161,swedish electropop
162,emo rap
163,spanish pop
164,alternative metal
165,nu metal
166,brazilian reggae
167,bboy
168,funk
169,instrumental funk
170,modern funk
171,funk melody
172,nigerian hip hop
173,nigerian pop
174,hollywood
175,metropopolis
176,viral pop
177,west coast rap
178,uk dancehall
179,uk hip hop
180,musica para ninos
181,vapor soul
182,trap queen
183,shiver pop
184,new jersey rap
185,viral trap
186,post-grunge
187,rap metal
188,underground hip hop
