Source,Target,Count,Year
Georgia Ku,NOTD,1,2019
Chance the Rapper,DJ Khaled,6,2019
Chance the Rapper,Justin Bieber,6,2019
Chance the Rapper,Quavo,6,2019
DJ Khaled,Justin Bieber,6,2019
DJ Khaled,Quavo,6,2019
Justin Bieber,Quavo,6,2019
Kanye West,Sunday Service Choir,1,2019
Marshmello,Selena Gomez,4,2019
21 Savage,Travis Scott,4,2019
Jonas Blue,Theresa Rex,1,2019
Bad Bunny,Marciano Cantero,1,2019
J Balvin,Marciano Cantero,1,2019
Camila Cabello,Cardi B,1,2019
Camila Cabello,Ed Sheeran,1,2019
Cardi B,Ed Sheeran,1,2019
Joyner Lucas,Logic,1,2019
Farid Bang,French Montana,1,2019
Farid Bang,Khaled,1,2019
French Montana,Khaled,1,2019
Blueface,NLE Choppa,1,2019
Juice WRLD,YoungBoy Never Broke Again,1,2019
Drake,Meek Mill,2,2019
John Lennon,The Harlem Community Choir,3,2019
John Lennon,The Plastic Ono Band,3,2019
John Lennon,Yoko Ono,3,2019
The Harlem Community Choir,The Plastic Ono Band,3,2019
The Harlem Community Choir,Yoko Ono,3,2019
The Plastic Ono Band,Yoko Ono,3,2019
Becky G,j-hope,1,2019
Khalid,SAFE,1,2019
Megan Thee Stallion,Nicki Minaj,1,2019
Megan Thee Stallion,Ty Dolla $ign,1,2019
Nicki Minaj,Ty Dolla $ign,3,2019
J Balvin,Zion & Lennox,3,2019
Bad Bunny,Mr Eazi,1,2019
J Balvin,Mr Eazi,1,2019
2 Chainz,Ariana Grande,1,2019
Labrinth,Zendaya,1,2019
Drake,Gunna,2,2019
Ariana Grande,Victoria Monét,1,2019
A Boogie Wit da Hoodie,Offset,2,2019
A Boogie Wit da Hoodie,Tyga,2,2019
Brytiago,Daddy Yankee,2,2019
Brytiago,Ozuna,2,2019
Daddy Yankee,Darell,2,2019
Bausa,RIN,1,2019
6ix9ine,Lil Baby,2,2019
KC Rebell,RAF Camora,1,2019
Daddy Yankee,Wisin & Yandel,1,2019
A$AP Ferg,Big Sean,1,2019
A$AP Ferg,Hit-Boy,1,2019
Big Sean,Hit-Boy,1,2019
Bebe Rexha,Jax Jones,1,2019
Arcangel,Dímelo Flow,1,2019
Future,Lil Baby,1,2019
Camilo,Pedro Capó,1,2019
A Boogie Wit da Hoodie,Ed Sheeran,1,2019
A Boogie Wit da Hoodie,Meek Mill,1,2019
Ed Sheeran,Meek Mill,1,2019
Anuel AA,Lunay,1,2019
Lunay,Ozuna,1,2019
J Balvin,Maluma,2,2019
Becky G,Farruko,1,2019
Becky G,Guaynaa,1,2019
Becky G,Nicky Jam,1,2019
Becky G,Sech,1,2019
Farruko,Guaynaa,1,2019
Guaynaa,Nicky Jam,1,2019
Guaynaa,Sech,1,2019
Beyoncé,Blue Ivy,1,2019
Beyoncé,SAINt JHN,1,2019
Beyoncé,WizKid,1,2019
Blue Ivy,SAINt JHN,1,2019
Blue Ivy,WizKid,1,2019
SAINt JHN,WizKid,1,2019
Mark Ronson,Miley Cyrus,3,2019
Luciano,Ufo361,1,2019
Avril Lavigne,Nicki Minaj,1,2019
J. Cole,Offset,1,2019
Halsey,Khalid,3,2019
Halsey,benny blanco,3,2019
Khalid,benny blanco,3,2019
Data Luv,Ufo361,1,2019
Black Eyed Peas,J Balvin,1,2019
Billy Ray Cyrus,Mason Ramsey,1,2019
Billy Ray Cyrus,Young Thug,1,2019
Lil Nas X,Mason Ramsey,1,2019
Lil Nas X,Young Thug,1,2019
Mason Ramsey,Young Thug,1,2019
Little Mix,Nicki Minaj,3,2019
John Mayer,Khalid,1,2019
DJ Khaled,John Legend,1,2019
DJ Khaled,Nipsey Hussle,1,2019
John Legend,Nipsey Hussle,1,2019
Halsey,The Chainsmokers,3,2019
Post Malone,Ty Dolla $ign,4,2019
50 Cent,Ed Sheeran,1,2019
50 Cent,Eminem,1,2019
Ed Sheeran,Eminem,4,2019
Kygo,Sandro Cavazza,2,2019
6ix9ine,A Boogie Wit da Hoodie,4,2019
Ariana Grande,Liz Gillies,2,2019
John Williams,Mykola Dmytrovych Leontovych,3,2019
BTS,Zara Larsson,1,2019
Clean Bandit,Demi Lovato,3,2019
Chris Jeday,Gaby Music,1,2019
Chris Jeday,Lunay,1,2019
Gaby Music,Lunay,1,2019
Felipe Araújo,Ferrugem,2,2019
Katy Perry,Zedd,1,2019
6ix9ine,Tory Lanez,3,2019
Dímelo Flow,Feid,1,2019
Dímelo Flow,Justin Quiles,1,2019
Dímelo Flow,Rich Music LTD,1,2019
Dímelo Flow,Wisin,1,2019
MC Gury,MC L da Vinte,2,2019
Becky G,Paulo Londra,2,2019
Gucci Mane,Justin Bieber,1,2019
21 Savage,Post Malone,7,2019
Julia Michaels,Selena Gomez,1,2019
Gradur,Heuss L'enfoiré,1,2019
Big Sean,Chris Brown,1,2019
Big Sean,DJ Khaled,1,2019
Big Sean,Lil Wayne,1,2019
Chris Brown,DJ Khaled,1,2019
Chris Brown,Lil Wayne,1,2019
DJ Khaled,Lil Wayne,5,2019
Maroon 5,SZA,6,2019
Dave,Ed Sheeran,1,2019
Dave,Paulo Londra,1,2019
Ed Sheeran,Paulo Londra,1,2019
Clipse,Kanye West,1,2019
Clipse,Kenny G,1,2019
Kanye West,Kenny G,1,2019
Zac Efron,Zendaya,3,2019
A Boogie Wit da Hoodie,Khalid,1,2019
Blake Shelton,Gwen Stefani,2,2019
Mitchell Ayres & His Orchestra,Perry Como,3,2019
Mitchell Ayres & His Orchestra,The Fontane Sisters,3,2019
Perry Como,The Fontane Sisters,3,2019
Anne-Marie,James Arthur,2,2019
Luis Fonsi,Nicky Jam,1,2019
Luis Fonsi,Sebastian Yatra,1,2019
Nicky Jam,Sebastian Yatra,1,2019
El Guincho,J Balvin,1,2019
El Guincho,ROSALÍA,1,2019
J Balvin,ROSALÍA,1,2019
DaBaby,Trippie Redd,1,2019
Farruko,Rauw Alejandro,1,2019
Eminem,Joyner Lucas,2,2019
Future,Travis Scott,1,2019
Lil Baby,Young Thug,2,2019
Calvin Harris,Dua Lipa,2,2019
DaBaby,Migos,1,2019
De La Ghetto,Justin Quiles,1,2019
De La Ghetto,Paulo Londra,1,2019
Bad Gyal,Omar Montes,1,2019
21 Savage,Bazzi,1,2019
Aaron Smith,Krono,1,2019
Aaron Smith,Luvli,1,2019
Krono,Luvli,1,2019
BlocBoy JB,Drake,2,2019
Animus,Bushido,1,2019
Alizzz,C. Tangana,1,2019
Alizzz,Paloma Mami,1,2019
C. Tangana,Paloma Mami,1,2019
Farruko,Pedro Capó,2,2019
Luche,Sfera Ebbasta,1,2019
BTS,SUGA,1,2019
Halsey,SUGA,1,2019
G-Eazy,Gunna,1,2019
Maluma,Reik,2,2019
Daniel Caesar,H.E.R.,1,2019
Julia Michaels,Niall Horan,1,2019
Michael Bublé,Shania Twain,3,2019
Ghetto,Justin Quiles,1,2019
Ghetto,Paulo Londra,1,2019
Nicky Jam,Rauw Alejandro,1,2019
Kodak Black,Offset,3,2019
Kodak Black,Travis Scott,4,2019
BTS,Lauv,1,2019
Cardi B,Offset,1,2019
J Balvin,Lalo Ebratt,1,2019
J Balvin,Reik,1,2019
Lalo Ebratt,Reik,1,2019
Chance the Rapper,Death Cab for Cutie,1,2019
Fall Out Boy,ILOVEMAKONNEN,1,2019
Fall Out Boy,Lil Peep,1,2019
ILOVEMAKONNEN,Lil Peep,1,2019
Lil Pump,Maluma,2,2019
Lil Pump,Swae Lee,2,2019
Lil Pump,XXXTENTACION,2,2019
Maluma,Swae Lee,2,2019
Maluma,XXXTENTACION,2,2019
Swae Lee,XXXTENTACION,2,2019
Bruno Mars,Gucci Mane,3,2019
Bruno Mars,Kodak Black,3,2019
Gucci Mane,Kodak Black,3,2019
Lazza,MACHETE,1,2019
Lazza,Salmo,1,2019
Lil Peep,XXXTENTACION,3,2019
Anitta,DJ Snake,1,2019
Anitta,Sean Paul,1,2019
Anitta,Tainy,1,2019
DJ Snake,Sean Paul,1,2019
DJ Snake,Tainy,1,2019
Sean Paul,Tainy,1,2019
Chencho Corleone,Dalex,1,2019
Chencho Corleone,Dímelo Flow,1,2019
Chencho Corleone,Juhn,1,2019
Chencho Corleone,Lenny Tavárez,1,2019
Dalex,Juhn,1,2019
Dímelo Flow,Juhn,1,2019
Juhn,Lenny Tavárez,1,2019
Alesso,Florida Georgia Line,4,2019
Alesso,Hailee Steinfeld,4,2019
Alesso,watt,4,2019
Florida Georgia Line,Hailee Steinfeld,4,2019
Florida Georgia Line,watt,4,2019
Hailee Steinfeld,watt,4,2019
Ed Sheeran,H.E.R.,1,2019
SHAED,ZAYN,1,2019
Avicii,Joe Janiak,1,2019
Anuel AA,Arcangel,1,2019
Arcangel,DJ Luian,1,2019
Arcangel,KAROL G,1,2019
Arcangel,Mambo Kingz,1,2019
DJ Luian,KAROL G,1,2019
KAROL G,Mambo Kingz,1,2019
Larry Walsh,Mark Linett,3,2019
Larry Walsh,Sweet,3,2019
Larry Walsh,The Beach Boys,3,2019
Mark Linett,Sweet,3,2019
Mark Linett,The Beach Boys,3,2019
Sweet,The Beach Boys,3,2019
Kina,Snøw,1,2019
Drake,PARTYNEXTDOOR,2,2019
Ed Sheeran,Travis Scott,1,2019
Anitta,MC Kevinho,1,2019
Jowell & Randy,Manuel Turizo,1,2019
Jowell & Randy,The Rudeboyz,1,2019
Manuel Turizo,The Rudeboyz,1,2019
Ellie Goulding,Juice WRLD,1,2019
Santana,Tyga,1,2019
Santana,YG,1,2019
Gemitaiz,MadMan,1,2019
Avicii,Imagine Dragons,1,2019
Bastille,Marshmello,2,2019
BTS,Juice WRLD,1,2019
Ed Sheeran,J Hus,1,2019
Ed Sheeran,Young Thug,1,2019
J Hus,Young Thug,1,2019
Anuel AA,Bantu,2,2019
Anuel AA,Nicki Minaj,2,2019
Bantu,Nicki Minaj,2,2019
Bad Bunny,Residente,1,2019
Kehlani,Zedd,1,2019
Dzeko,Post Malone,2,2019
Dzeko,Preme,2,2019
Dzeko,Tiësto,2,2019
Post Malone,Preme,2,2019
Post Malone,Tiësto,2,2019
Preme,Tiësto,2,2019
Dadá Boladão,OIK,1,2019
Dadá Boladão,Tati Zaqui,1,2019
OIK,Tati Zaqui,1,2019
Diplo,Jonas Brothers,1,2019
Anderson .Paak,YBN Cordae,1,2019
Amenazzy,Farruko,1,2019
Amenazzy,Nicky Jam,1,2019
Luciano,Summer Cem,1,2019
21 Savage,ScHoolboy Q,1,2019
Logic,Marshmello,3,2019
Metro Boomin,Offset,7,2019
Ezhel,Ufo361,1,2019
Maître Gims,Shirin David,1,2019
DJ Khaled,Post Malone,1,2019
DJ Khaled,Travis Scott,3,2019
Bizarrap,Nicki Nicole,1,2019
DaBaby,Lil Nas X,1,2019
Camila Cabello,Young Thug,4,2019
A R I Z O N A,Avicii,1,2019
Bebe Rexha,Florida Georgia Line,4,2019
Gunna,Roddy Ricch,1,2019
Normani,Sam Smith,1,2019
Kygo,Rita Ora,1,2019
Ed Sheeran,Skrillex,1,2019
Camilo,Lunay,1,2019
Lunay,Mau y Ricky,1,2019
Meek Mill,NAV,1,2019
Sebastian Yatra,TINI,1,2019
Clever,Juice WRLD,1,2019
Clever,Rvssian,1,2019
Juice WRLD,Rvssian,1,2019
Oliver Heldens,Riton,1,2019
Oliver Heldens,Vula,1,2019
Riton,Vula,1,2019
Dean Lewis,Martin Garrix,1,2019
Drake,French Montana,2,2019
Bonn,Martin Garrix,2,2019
Bad Bunny,Tainy,1,2019
LANY,Lauv,1,2019
Jack & Jack,Jonas Blue,3,2019
KSI,Lil Baby,1,2019
KSI,Rick Ross,1,2019
KSI,S-X,1,2019
Lil Baby,Rick Ross,1,2019
Lil Baby,S-X,1,2019
Rick Ross,S-X,1,2019
ChocQuibTown,Farruko,1,2019
ChocQuibTown,Manuel Turizo,1,2019
ChocQuibTown,Zion & Lennox,1,2019
Farruko,Manuel Turizo,1,2019
Farruko,Zion & Lennox,2,2019
Manuel Turizo,Zion & Lennox,1,2019
Kelsea Ballerini,The Chainsmokers,5,2019
Apache 207,Sido,1,2019
21 Savage,Metro Boomin,14,2019
Romeo Santos,Wisin & Yandel,1,2019
Rae Sremmurd,Slim Jxmmi,6,2018
Rae Sremmurd,Swae Lee,6,2018
Slim Jxmmi,Swae Lee,6,2018
Bonez MC,RAF Camora,6,2018
BTS,Steve Aoki,5,2018
Daft Punk,The Weeknd,5,2018
J Balvin,Willy William,5,2018
Bad Bunny,DJ Luian,5,2018
Bad Bunny,Mambo Kingz,5,2018
Swae Lee,Travis Scott,3,2018
Hugh Jackman,The Greatest Showman Ensemble,3,2018
Gucci Mane,Migos,6,2018
Daddy Yankee,Luis Fonsi,5,2018
Keala Settle,The Greatest Showman Ensemble,3,2018
Quavo,Travis Scott,12,2018
Cardi B,Migos,4,2018
Ozuna,Wisin,5,2018
Emily Warren,The Chainsmokers,5,2018
Manuel Turizo,Piso 21,3,2018
Drake,Michael Jackson,2,2018
6ix9ine,Fetty Wap,2,2018
A Boogie Wit da Hoodie,Fetty Wap,2,2018
Demi Lovato,Luis Fonsi,3,2018
Charlie Puth,Kehlani,2,2018
Travis Barker,XXXTENTACION,2,2018
Bea Miller,NOTD,2,2018
David Guetta,Martin Garrix,3,2018
Chris Stapleton,Justin Timberlake,2,2018
Bad Bunny,Yandel,5,2018
Natti Natasha,Thalía,2,2018
Rae Sremmurd,Travis Scott,2,2018
Slim Jxmmi,Travis Scott,2,2018
Daddy Yankee,Justin Bieber,3,2018
Justin Bieber,Luis Fonsi,3,2018
Becky G,David Guetta,2,2018
Becky G,Sean Paul,2,2018
David Guetta,Sean Paul,2,2018
Hugh Jackman,Keala Settle,2,2018
Hugh Jackman,Zendaya,2,2018
Keala Settle,Zendaya,2,2018
The Greatest Showman Ensemble,Zendaya,2,2018
Landon Cube,Lil Skies,2,2018
Juicy J,Rae Sremmurd,2,2018
Juicy J,Slim Jxmmi,2,2018
Juicy J,Swae Lee,2,2018
DrefGold,Sfera Ebbasta,2,2018
Kanye West,PARTYNEXTDOOR,2,2018
Bad Bunny,Becky G,3,2018
A$AP Rocky,Famous Dex,3,2018
Huncho Jack,Quavo,9,2018
Huncho Jack,Travis Scott,9,2018
Gzuz,RAF Camora,2,2018
Kendrick Lamar,Rich The Kid,3,2018
Cardi B,Nicki Minaj,3,2018
Migos,Nicki Minaj,3,2018
KYLE,Kehlani,2,2018
Lary Over,Luis Figueroa,2,2018
Lary Over,Sebastian Yatra,2,2018
Luis Figueroa,Sebastian Yatra,2,2018
Lil Wayne,Nicki Minaj,3,2018
Cashmere Cat,Major Lazer,2,2018
Cashmere Cat,Tory Lanez,3,2018
Major Lazer,Tory Lanez,2,2018
Eminem,Nate Dogg,3,2018
J. Cole,kiLL edward,2,2018
Hugh Jackman,Zac Efron,2,2018
David Guetta,Sia,2,2018
Jonas Blue,Lennon Stella,2,2018
Jonas Blue,Liam Payne,2,2018
Lennon Stella,Liam Payne,2,2018
Metro Boomin,Swae Lee,2,2018
Avicii,Sandro Cavazza,3,2018
Anne-Marie,David Guetta,2,2018
2 Chainz,Big Sean,2,2018
2 Chainz,Nicki Minaj,2,2018
2 Chainz,YG,2,2018
Big Sean,Nicki Minaj,2,2018
Big Sean,YG,2,2018
Nicki Minaj,YG,2,2018
Ariana Grande,Troye Sivan,2,2018
Jason Derulo,Nicki Minaj,3,2018
A$AP Rocky,Moby,2,2018
Khalid,Shawn Mendes,2,2018
George Benson,Gorillaz,2,2018
Eminem,Jessie Reyez,2,2018
Maluma,Nego do Borel,3,2018
Drake,Quavo,3,2018
Drake,Kyla,3,2018
Drake,WizKid,3,2018
Kyla,WizKid,3,2018
Lenny Tavárez,Paulo Londra,1,2018
Drew Love,The Chainsmokers,1,2018
Camila Cabello,Daddy Yankee,2,2018
Alessia Cara,Zedd,2,2018
Gunna,Young Stoner Life Records,1,2018
Lil Baby,Young Stoner Life Records,1,2018
Young Stoner Life Records,Young Thug,1,2018
Cardi B,Kehlani,1,2018
Alvaro Soler,Flo Rida,1,2018
Alvaro Soler,TINI,1,2018
Flo Rida,TINI,1,2018
Lil Uzi Vert,Migos,2,2018
6ix9ine,DJ SpinKing,1,2018
6ix9ine,Young Thug,1,2018
Tory Lanez,Young Thug,1,2018
DJ RD,MC MM,1,2018
Cardi B,Meek Mill,1,2018
Lil Pump,Tee Grizzley,1,2018
Jesse,Swae Lee,1,2018
Jesse,benny blanco,1,2018
Swae Lee,benny blanco,1,2018
Beyoncé,J Balvin,2,2018
Beyoncé,Willy William,2,2018
Future,James Blake,1,2018
Future,Jay Rock,1,2018
Future,Kendrick Lamar,2,2018
James Blake,Jay Rock,1,2018
James Blake,Kendrick Lamar,1,2018
Jay Rock,Kendrick Lamar,1,2018
Justin Jesso,Kygo,2,2018
Maluma,Shakira,2,2018
Gzuz,Veysel,1,2018
Anitta,DJ Yuri Martins,2,2018
Anitta,Maejor,2,2018
DJ Yuri Martins,Maejor,2,2018
DJ Yuri Martins,Mc Zaac,2,2018
DJ Yuri Martins,Tropkillaz,2,2018
Maejor,Mc Zaac,2,2018
Maejor,Tropkillaz,2,2018
A$AP Rocky,Cardi B,3,2018
A$AP Rocky,G-Eazy,3,2018
Cardi B,G-Eazy,3,2018
G-Eazy,Halsey,3,2018
CADE,Cheat Codes,2,2018
CADE,Maggie Lindemann,2,2018
Cheat Codes,Maggie Lindemann,2,2018
Bad Bunny,Marc Anthony,1,2018
Bad Bunny,Will Smith,1,2018
Marc Anthony,Will Smith,1,2018
Maluma,Wolfine,1,2018
Dalmata,Sebastian Yatra,2,2018
A Boogie Wit da Hoodie,Juice WRLD,1,2018
Jay Electronica,Justin Bieber,1,2018
Jay Electronica,Poo Bear,1,2018
Justin Bieber,Poo Bear,1,2018
Metro Boomin,Young Thug,1,2018
Charlie Puth,G-Eazy,2,2018
Bad Bunny,Prince Royce,2,2018
DJ Luian,J Balvin,2,2018
J Balvin,Mambo Kingz,2,2018
J Balvin,Prince Royce,2,2018
A Boogie Wit da Hoodie,Maroon 5,1,2018
Brooks,Martin Garrix,1,2018
Ashanti,Lil Wayne,1,2018
Ashanti,Mack Maine,1,2018
Lil Wayne,Mack Maine,1,2018
Ed Sheeran,Future,2,2018
Ed Sheeran,Taylor Swift,2,2018
Future,Taylor Swift,2,2018
DJ Snake,Lauv,2,2018
BloodPop®,Justin Bieber,2,2018
Afrojack,Charli XCX,2,2018
Afrojack,David Guetta,2,2018
Afrojack,French Montana,2,2018
Charli XCX,David Guetta,2,2018
Charli XCX,French Montana,2,2018
David Guetta,French Montana,2,2018
Nicky Jam,Shakira,2,2018
Jaden,Young Thug,1,2018
Lil Wayne,XXXTENTACION,1,2018
Era Istrefi,Nicky Jam,1,2018
Era Istrefi,Will Smith,1,2018
Nicky Jam,Will Smith,1,2018
Nicki Minaj,Post Malone,1,2018
Hugh Jackman,Michelle Williams,1,2018
Hugh Jackman,Ziv Zaifman,1,2018
Michelle Williams,Ziv Zaifman,1,2018
KAROL G,Nicky Jam,1,2018
Eminem,"Royce Da 5'9""",1,2018
Bebe Rexha,Machine Gun Kelly,2,2018
Bebe Rexha,X Ambassadors,2,2018
Machine Gun Kelly,X Ambassadors,2,2018
Macklemore,Skylar Grey,3,2018
DJ A1,YBN Nahmir,1,2018
A$AP Rocky,FKA twigs,1,2018
Lil Yachty,Playboi Carti,1,2018
Vince Staples,Yugen Blakrok,1,2018
2 Chainz,Saudi,1,2018
2 Chainz,ScHoolboy Q,1,2018
Saudi,ScHoolboy Q,1,2018
Anuel AA,Zion,1,2018
Miguel,Travis Scott,3,2018
Nicki Minaj,Tyga,1,2018
KIDS SEE GHOSTS,Yasiin Bey,1,2018
Julia Michaels,Shawn Mendes,1,2018
Liam Payne,Quavo,2,2018
Clean Bandit,Luis Fonsi,1,2018
Clean Bandit,MARINA,1,2018
Luis Fonsi,MARINA,1,2018
Lil Uzi Vert,Playboi Carti,2,2018
Daniel Everidge,Hugh Jackman,1,2018
Daniel Everidge,Keala Settle,1,2018
Daniel Everidge,The Greatest Showman Ensemble,1,2018
Daniel Everidge,Zendaya,1,2018
21 Savage,Ty Dolla $ign,1,2018
B-Case,Belinda,1,2018
B-Case,Juan Magán,1,2018
B-Case,Manuel Turizo,1,2018
B-Case,Snova,1,2018
Belinda,Juan Magán,1,2018
Belinda,Manuel Turizo,1,2018
Belinda,Snova,1,2018
Juan Magán,Manuel Turizo,1,2018
Juan Magán,Snova,1,2018
Manuel Turizo,Snova,1,2018
Frenna,Lil Kleine,1,2018
Natti Natasha,Ozuna,3,2018
Juice WRLD,Lil Uzi Vert,1,2018
Arthur Hanlon,Ozuna,1,2018
Anuel AA,Fabolous,1,2018
Anuel AA,Meek Mill,1,2018
Fabolous,Meek Mill,1,2018
Avicii,Rita Ora,2,2018
Kendrick Lamar,Zacari,2,2018
Gringo,Gzuz,1,2018
Gringo,KitschKrieg,1,2018
Gringo,Trettmann,1,2018
Gringo,Ufo361,1,2018
Gzuz,KitschKrieg,1,2018
Gzuz,Trettmann,1,2018
Gzuz,Ufo361,1,2018
KitschKrieg,Trettmann,1,2018
KitschKrieg,Ufo361,1,2018
Trettmann,Ufo361,1,2018
Louis The Child,Wafia,1,2018
Lil Wayne,Nivea,1,2018
Ariana Grande,Missy Elliott,1,2018
Kygo,Miguel,1,2018
Capo Plaza,DrefGold,1,2018
Capo Plaza,Sfera Ebbasta,1,2018
Capital Bra,Eno,1,2018
Eno,Luciano,1,2018
David Guetta,Jamie Scott,2,2018
David Guetta,Romy Dya,2,2018
Jamie Scott,Martin Garrix,2,2018
Jamie Scott,Romy Dya,2,2018
Martin Garrix,Romy Dya,2,2018
Bad Bunny,Cosculluela,1,2018
Camila Cabello,Pharrell Williams,1,2018
Capital Bra,Juju,1,2018
Logic,Wiz Khalifa,2,2018
Anitta,Jeon,1,2018
J Balvin,Jeon,1,2018
Lil Wayne,Sosamann,1,2018
21 Savage,Migos,1,2018
Bad Bunny,Natti Natasha,1,2018
Becky G,Daddy Yankee,1,2018
Andrez Babii,Judah,1,2018
Andrez Babii,Rio Santana,1,2018
Andrez Babii,XXXTENTACION,1,2018
Judah,Rio Santana,1,2018
Judah,XXXTENTACION,1,2018
Rio Santana,XXXTENTACION,1,2018
Lil Wayne,Swizz Beatz,1,2018
Justin Quiles,Zion & Lennox,1,2018
J Balvin,Jowell & Randy,2,2018
(G)I-DLE,Jaira Burns,1,2018
(G)I-DLE,K/DA,1,2018
(G)I-DLE,League of Legends,1,2018
(G)I-DLE,Madison Beer,1,2018
Jaira Burns,K/DA,1,2018
Jaira Burns,League of Legends,1,2018
Jaira Burns,Madison Beer,1,2018
K/DA,League of Legends,1,2018
K/DA,Madison Beer,1,2018
League of Legends,Madison Beer,1,2018
Beyoncé,Ed Sheeran,2,2018
Jonas Blue,William Singe,3,2018
Beyoncé,Eminem,3,2018
Julia Michaels,Lauv,1,2018
Joey Bada$$,XXXTENTACION,1,2018
Lil Wayne,Reginae Carter,1,2018
A$AP Rocky,BlocBoy JB,1,2018
Jonas Blue,Sabrina Carpenter,1,2018
Kesha,Macklemore,2,2018
Big Sean,Migos,2,2018
Big Sean,Travis Scott,2,2018
Big Sean,Ty Dolla $ign,1,2018
Migos,Travis Scott,2,2018
Migos,Ty Dolla $ign,1,2018
Travis Scott,Ty Dolla $ign,1,2018
Fabri Fibra,Salmo,1,2018
Paulo Londra,Piso 21,1,2018
Loud Luxury,anders,1,2018
Kanye West,Lil Uzi Vert,1,2018
Kanye West,Travis Scott,1,2018
Lil Uzi Vert,Travis Scott,1,2018
J Balvin,Liam Payne,1,2018
Leslie Grace,Noriel,1,2018
Taylor Swift,ZAYN,2,2018
Arevi,Brytiago,1,2018
Arevi,Darell,1,2018
Cardi B,SZA,1,2018
Bryson Tiller,DJ Khaled,2,2018
Bryson Tiller,Rihanna,2,2018
DJ Khaled,Rihanna,2,2018
Kodak Black,Lil Wayne,2,2018
Lil Yachty,Social House,1,2018
Dua Lipa,Martin Garrix,2,2018
Avicii,Billy Raffoul,2,2018
Cheat Codes,Little Mix,1,2018
Lil Uzi Vert,NAV,2,2018
Lil Skies,Wiz Khalifa,1,2018
Daya,The Chainsmokers,2,2018
6ix9ine,Capo,1,2018
6ix9ine,Farid Bang,1,2018
6ix9ine,SCH,1,2018
Capo,Farid Bang,1,2018
Capo,SCH,1,2018
Farid Bang,SCH,1,2018
070 Shake,Diddy,1,2018
070 Shake,Nas,1,2018
Diddy,Nas,1,2018
Logic,Young Sinatra,1,2018
Eminem,Labrinth,1,2018
Eminem,Nicki Minaj,1,2018
Labrinth,Nicki Minaj,1,2018
Bad Bunny,Nacho,2,2018
DJ Luian,Nacho,2,2018
DJ Luian,Yandel,2,2018
Mambo Kingz,Nacho,2,2018
Mambo Kingz,Yandel,2,2018
Nacho,Yandel,2,2018
NSTASIA,Salmo,1,2018
2 Chainz,Logic,1,2018
G-Eazy,YBN Nahmir,1,2018
G-Eazy,Yo Gotti,1,2018
YBN Nahmir,Yo Gotti,1,2018
Jaden,Logic,1,2018
BTS,Desiigner,2,2018
Desiigner,Steve Aoki,2,2018
Anne-Marie,Major Lazer,1,2018
Anne-Marie,Mr Eazi,1,2018
Anne-Marie,Rudimental,1,2018
Major Lazer,Mr Eazi,1,2018
Major Lazer,Rudimental,1,2018
Mr Eazi,Rudimental,1,2018
Chance the Rapper,Lil Wayne,5,2018
Justin Bieber,Lil Wayne,4,2018
Lil Wayne,Quavo,4,2018
Alan Walker,Sophia Somajo,1,2018
French Montana,Jason Derulo,2,2018
Alex Rose,Cazzu,1,2018
Alex Rose,Lenny Tavárez,1,2018
Alex Rose,Rauw Alejandro,1,2018
Cazzu,Rauw Alejandro,1,2018
Lenny Tavárez,Rauw Alejandro,1,2018
Nick Jonas,Robin Schulz,1,2018
21 Savage,Quavo,2,2018
Rvssian,Sfera Ebbasta,1,2018
Gente De Zona,Jesse & Joy,2,2018
Metro Boomin,WizKid,1,2018
Swae Lee,WizKid,1,2018
Kodak Black,XXXTENTACION,2,2018
Kendrick Lamar,Lil Wayne,1,2018
Lil Baby,Quavo,1,2018
Drake,N.E.R.D,1,2018
Drake,Rihanna,3,2018
N.E.R.D,Rihanna,2,2018
6LACK,J. Cole,1,2018
Arcangel,Chris Jeday,2,2018
Arcangel,J Balvin,2,2018
Arcangel,Ozuna,2,2018
Chris Jeday,J Balvin,2,2018
Chris Jeday,Ozuna,3,2018
BTS,Nicki Minaj,1,2018
Babes Wodumo,Zacari,1,2018
Jason Derulo,Ty Dolla $ign,2,2018
Gunna,Lil Durk,1,2018
Gunna,NAV,1,2018
Lil Baby,Lil Durk,1,2018
Lil Baby,NAV,1,2018
Lil Durk,NAV,1,2018
Dagny,Seeb,1,2018
Conor Maynard,Kris Kross Amsterdam,1,2018
Conor Maynard,The Boy Next Door,1,2018
Kris Kross Amsterdam,The Boy Next Door,1,2018
Martin Garrix,Troye Sivan,2,2018
Lil Pump,Smokepurpp,1,2018
Madison Beer,Offset,1,2018
Bebe Rexha,Digital Farm Animals,2,2018
Bebe Rexha,Louis Tomlinson,2,2018
Digital Farm Animals,Louis Tomlinson,2,2018
Calvin Harris,Frank Ocean,3,2018
Calvin Harris,Migos,3,2018
Frank Ocean,Migos,3,2018
Alessia Cara,Khalid,2,2018
Alessia Cara,Logic,2,2018
Khalid,Logic,2,2018
6LACK,Offset,1,2018
Anderson .Paak,Kendrick Lamar,1,2018
James Arthur,Juicy J,1,2018
James Arthur,Marshmello,1,2018
Juicy J,Marshmello,1,2018
Joey Montana,Sebastian Yatra,2,2018
Bad Bunny,Cazzu,1,2018
Bad Bunny,Duki,1,2018
Bad Bunny,KHEA,1,2018
Cazzu,Duki,1,2018
Duki,KHEA,1,2018
Gucci Mane,Quavo,2,2018
