ID,Label
1,deep german hip hop
2,german hip hop
3,dance pop
4,pop
5,pop rap
6,edm
7,hip hop
8,german cloud rap
9,rap
10,hamburg hip hop
11,electro house
12,electropop
13,post-teen pop
14,atl hip hop
15,tropical house
16,melodic rap
17,southern hip hop
18,trap
19,house
20,german underground rap
21,big room
22,albanian hip hop
23,canadian pop
24,indie poptimism
25,r&b
26,pop edm
27,german pop
28,gangster rap
29,dirty south rap
30,dancehall
31,new orleans rap
32,conscious hip hop
33,miami hip hop
34,detroit hip hop
35,alternative r&b
36,chicago rap
37,moombahton
38,latin
39,progressive house
40,indietronica
41,deep house
42,german dance
43,hip pop
44,metropopolis
45,dfw rap
46,uk dance
47,canadian hip hop
48,atl trap
49,pop rock
50,christlicher rap
51,modern rock
52,french hip hop
53,indie pop rap
54,g funk
55,modern alternative rock
56,electronic trap
57,art pop
58,toronto rap
59,danish pop
60,deep euro house
61,afro dancehall
62,afropop
63,azonto
64,norwegian pop
65,nz pop
66,belgian hip hop
67,deep tropical house
68,german alternative rap
69,indie pop
70,nigerian hip hop
71,nigerian pop
72,barbadian pop
73,contemporary country
74,country
75,country road
76,progressive electro house
77,pittsburgh rap
78,belgian edm
79,rock
80,german indie
81,east coast hip hop
82,nyc pop
83,neo soul
84,basshall
85,country pop
86,modern country rock
87,deep big room
88,queens hip hop
89,uk contemporary r&b
90,boy band
91,filter house
92,disco house
93,albanian pop
94,danish electronic
95,latin pop
96,neo mellow
97,brazilian edm
98,brostep
99,german reggae
100,swedish pop
101,dutch pop
102,dmv rap
103,deep pop r&b
104,chicano rap
105,grime
106,latin hip hop
107,reggaeton
108,tropical
109,indie electropop
110,philly rap
111,australian dance
112,dutch house
113,complextro
114,german techno
115,funk
116,new jack swing
117,trap soul
118,australian pop
119,canadian contemporary r&b
120,uk funky
121,belgian dance
122,antideutsche
123,bayerischer rap
124,swedish electropop
125,stomp pop
126,electro
127,francoton
128,etherpop
129,piano rock
130,channel islands indie
131,dutch hip hop
132,lgbtq+ hip hop
133,german rock
134,london rap
135,indie deutschrap
136,modern reggae
137,puerto rican pop
138,indie cafe pop
139,cubaton
140,urban contemporary
141,melodic dubstep
142,candy pop
143,permanent wave
144,escape room
145,quiet storm
146,hardcore hip hop
147,bass trap
148,dubstep
149,liquid funk
150,girl group
151,talent show
152,alternative metal
153,nu metal
154,post-grunge
155,indie anthem-folk
156,uk pop
157,downtempo
158,partyschlager
159,beach music
160,brill building pop
161,rock-and-roll
162,danish hip hop
163,scandipop
164,la pop
165,groove room
166,turkish edm
167,pop nacional
168,deep groove house
169,mexican pop
170,reggaeton flow
171,social media pop
172,irish rock
173,electropowerpop
174,future house
175,chicago indie
176,new french touch
177,soul
178,rap latina
179,gqom
180,deep underground hip hop
181,underground hip hop
182,vapor soul
183,vapor twitch
184,drum and bass
185,baile pop
186,funk carioca
187,funk das antigas
188,pagode baiano
189,french reggae
190,french pop
191,pop house
192,british soul
193,irish pop
194,canadian electronic
195,adult standards
196,deep adult standards
197,easy listening
198,lounge
199,aussietronica
200,melbourne bounce
201,dutch edm
202,shiver pop
203,europop
204,russian dance
205,russian pop
206,indie r&b
207,indie soul
208,afro house
209,kwaito house
210,teen pop
211,nyc rap
212,australian hip hop
213,album rock
214,art rock
215,classic rock
216,experimental rock
217,experimental
218,experimental pop
219,rap metal
220,uk hip hop
221,schlager
222,oklahoma country
223,bmore
224,ninja
225,post-romantic era
226,soundtrack
227,bubblegum pop
228,disco
229,hollywood
230,emo rap
231,doo-wop
232,folk rock
233,motown
234,rhythm and blues
235,rockabilly
236,canadian country
237,country dawn
238,bboy
239,instrumental funk
240,modern funk
241,french indie pop
242,deep pop edm
243,swedish tropical house
244,colombian pop
245,modern blues rock
246,minimal tech house
247,viral pop
248,pop urbaine
249,german trap
250,uk dancehall
251,rap francais
252,turkish hip hop
253,phonk
254,west coast rap
255,reggae fusion
256,vocal house
257,rap algerien
258,rap tunisien
259,schweizer rap
260,indie rock
261,kosovan pop
262,turbo folk
263,turkish modern jazz
264,turkish pop
265,turkish rock
266,trap queen
267,industrial
268,new jersey rap
269,nordic house
270,vocal harmony group
271,trance
272,dutch urban
273,mellow gold
274,psychedelic rock
275,rap kreyol
276,ukrainian classical
277,new wave pop
278,soft rock
279,vocal trance
